PROV3537;Senno;;;;;;;;;;;x
PROV3538;Klimovichi;;;;;;;;;;;x
PROV3539;Cherikov;;;;;;;;;;;x
PROV3540;Mstislavl;;;;;;;;;;;x
PROV3541;Velizh;;;;;;;;;;;x
PROV3542;Nevel;;;;;;;;;;;x
PROV3543;Sebezh;;;;;;;;;;;x
PROV3544;Lyutsin;;;;;;;;;;;x
PROV3545;Rezhitsa;;;;;;;;;;;x
PROV3546;Lepel;;;;;;;;;;;x
PROV3547;Hapsal;;;;;;;;;;;x
PROV3548;Weissenstein;;;;;;;;;;;x
PROV3549;Fellin;;;;;;;;;;;x
PROV3550;Werro;;;;;;;;;;;x
PROV3551;Walk;;;;;;;;;;;x
PROV3552;Wenden;;;;;;;;;;;x
PROV3553;Friedrichstadt ;;;;;;;;;;;x
PROV3554;Goldingen;;;;;;;;;;;x
PROV3555;Vilkomir;;;;;;;;;;;x
PROV3556;Novoalexandrovsk;;;;;;;;;;;x
PROV3557;Raseiniai;;;;;;;;;;;x
PROV3558;Vileyka;;;;;;;;;;;x
PROV3559;Oshmyany;;;;;;;;;;;x
PROV3560;Sventiany;;;;;;;;;;;x
PROV3561;Troki;;;;;;;;;;;x
PROV3562;Pruzhany;;;;;;;;;;;x
PROV3563;Slonim;;;;;;;;;;;x
PROV3564;Kobrin;;;;;;;;;;;x
PROV3565;Nalchik;;;;;;;;;;;x
PROV3566;Kasumkent;;;;;;;;;;;x
PROV3567;Khasavyurt;;;;;;;;;;;x
PROV3568;Temir-Khan-Shura;;;;;;;;;;;x
PROV3569;Geokchay;;;;;;;;;;;x
PROV3570;Salyan;;;;;;;;;;;x
PROV3571;Shamakhi;;;;;;;;;;;x
PROV3572;Terter;;;;;;;;;;;x
PROV3573;Gazakh;;;;;;;;;;;x
PROV3574;Shulaveri;;;;;;;;;;;x
PROV3575;Gori;;;;;;;;;;;x
PROV3576;Dusheti;;;;;;;;;;;x
PROV3577;Sighnaghi;;;;;;;;;;;x
PROV3578;Zestaponi;;;;;;;;;;;x
PROV3579;Zagatala;;;;;;;;;;;x
PROV3580;Tsageri;;;;;;;;;;;x
PROV3581;Kagizman;;;;;;;;;;;x
PROV3582;Oltu;;;;;;;;;;;x
PROV3583;Vagharshapat;;;;;;;;;;;x
PROV3584;Novo-Bayazet;;;;;;;;;;;x
PROV3585;Lbishchensk;;;;;;;;;;;x
PROV3586;Temir;;;;;;;;;;;x
PROV3587;Atbasar;;;;;;;;;;;x
PROV3588;Petropavlovsk;;;;;;;;;;;x
PROV3589;Ust-Kamenogorsk;;;;;;;;;;;x
PROV3590;Zaisan;;;;;;;;;;;x
PROV3591;Dzharkent;;;;;;;;;;;x
PROV3592;Kopal;;;;;;;;;;;x
PROV3593;Urda;;;;;;;;;;;x
PROV3594;Kazalinsk;;;;;;;;;;;x
PROV3595;Petroaleksandrovsk;;;;;;;;;;;x
PROV3596;Kattakurgan;;;;;;;;;;;x
PROV3597;Jizzakh;;;;;;;;;;;x
PROV3598;Andijan;;;;;;;;;;;x
PROV3599;Ferghana;;;;;;;;;;;x
PROV3600;Namangan;;;;;;;;;;;x
PROV3601;Bilecik;;;;;;;;;;;x
PROV3602;Isparta;;;;;;;;;;;x
PROV3603;Zonguldak;;;;;;;;;;;x
PROV3604;Çankiri;;;;;;;;;;;x
PROV3605;Corum;;;;;;;;;;;x
PROV3606;Kirsehir;;;;;;;;;;;x
PROV3607;Tokat;;;;;;;;;;;x
PROV3608;Ordu;;;;;;;;;;;x
PROV3609;Gumushane;;;;;;;;;;;x
PROV3610;Rize;;;;;;;;;;;x
PROV3611;Dersim;;;;;;;;;;;x
PROV3612;Mus;;;;;;;;;;;x
PROV3613;Osmaniye;;;;;;;;;;;x
PROV3614;Mardin;;;;;;;;;;;x
PROV3615;Siirt;;;;;;;;;;;x
PROV3616;Pitesti;;;;;;;;;;;x
PROV3617;Fâlticeni;;;;;;;;;;;x
PROV3618;Buzâu;;;;;;;;;;;x
PROV3619;Bazargic;;;;;;;;;;;x
PROV3620;Turnu-Severin;;;;;;;;;;;x
PROV3621;Piatra Neamt;;;;;;;;;;;x
PROV3622;Slatina;;;;;;;;;;;x
PROV3623;Ploesti;;;;;;;;;;;x
PROV3624;Putna;;;;;;;;;;;x
PROV3625;Rîmnicu-Sârat;;;;;;;;;;;x
PROV3626;Vaslui;;;;;;;;;;;x
PROV3627;Caracal;;;;;;;;;;;x
PROV3628;Turnu-Mâgurele;;;;;;;;;;;x
PROV3629;Rîmnicu-Vîlcea;;;;;;;;;;;x
PROV3630;Giurgiu;;;;;;;;;;;x
PROV3631;Arad;;;;;;;;;;;x
PROV3632;Máramarossziget;;;;;;;;;;;x
PROV3633;Zilah;;;;;;;;;;;x
PROV3634;Lugos;;;;;;;;;;;x
PROV3635;Dés;;;;;;;;;;;x
PROV3636;Segesvár;;;;;;;;;;;x
PROV3637;Szentgyörgy;;;;;;;;;;;x
PROV3638;Torda;;;;;;;;;;;x
PROV3639;Sükhbaatar;;;;;;;;;;;x
PROV3640;Tsetserleg;;;;;;;;;;;x
PROV3641;Arvaikheer;;;;;;;;;;;x
PROV3642;Altai;;;;;;;;;;;x
PROV3643;Mohe;;;;;;;;;;;x
PROV3644;Anda;;;;;;;;;;;x
PROV3645;Suihua;;;;;;;;;;;x
PROV3646;Harbin;;;;;;;;;;;x
PROV3647;Hegang ;;;;;;;;;;;x
PROV3648;Jiamusi;;;;;;;;;;;x
PROV3649;Shuangyashan;;;;;;;;;;;x
PROV3650;Jixi;;;;;;;;;;;x
PROV3651;Yanji;;;;;;;;;;;x
PROV3652;Baicheng;;;;;;;;;;;x
PROV3653;Siping;;;;;;;;;;;x
PROV3654;Tonghua;;;;;;;;;;;x
PROV3655;Asahikawa;;;;;;;;;;;x
PROV3656;Chifeng;;;;;;;;;;;x
PROV3657;Ulanqab;;;;;;;;;;;x
PROV3658;Ordos;;;;;;;;;;;x
PROV3659;Baotou;;;;;;;;;;;x
PROV3660;Bayannur;;;;;;;;;;;x
PROV3661;Tieling;;;;;;;;;;;x
PROV3662;Fushun;;;;;;;;;;;x
PROV3663;Benxi;;;;;;;;;;;x
PROV3664;Andong;;;;;;;;;;;x
PROV3665;Fuxin;;;;;;;;;;;x
PROV3666;Liaoyang;;;;;;;;;;;x
PROV3667;Anshan;;;;;;;;;;;x
PROV3668;Yingkou;;;;;;;;;;;x
PROV3669;Chaoyang;;;;;;;;;;;x
PROV3670;Artux;;;;;;;;;;;x
PROV3671;Kalgan;;;;;;;;;;;x
PROV3672;Baoding;;;;;;;;;;;x
PROV3673;Golog;;;;;;;;;;;x
PROV3674;Cangzhou;;;;;;;;;;;x
PROV3675;Xingtai;;;;;;;;;;;x
PROV3676;Dezhou;;;;;;;;;;;x
PROV3677;Liaocheng;;;;;;;;;;;x
PROV3678;Jining;;;;;;;;;;;x
PROV3679;Zaozhuang;;;;;;;;;;;x
PROV3680;Lianyungang;;;;;;;;;;;x
PROV3681;Yancheng;;;;;;;;;;;x
PROV3682;Huaibei;;;;;;;;;;;x
PROV3683;Bengbu;;;;;;;;;;;x
PROV3684;Huainan;;;;;;;;;;;x
PROV3685;Lu'an;;;;;;;;;;;x
PROV3686;Wuhu;;;;;;;;;;;x
PROV3687;Tongling;;;;;;;;;;;x
PROV3688;Xinyang;;;;;;;;;;;x
PROV3689;Xuchang;;;;;;;;;;;x
PROV3690;Pingdingshan;;;;;;;;;;;x
PROV3691;Hebi;;;;;;;;;;;x
PROV3692;Anyang;;;;;;;;;;;x
PROV3693;Jiaozuo;;;;;;;;;;;x
PROV3694;Xinxian;;;;;;;;;;;x
PROV3695;Yangquan;;;;;;;;;;;x
PROV3696;Otaru;;;;;;;;;;;x
PROV3697;Kitami;;;;;;;;;;;x
PROV3698;Yulin;;;;;;;;;;;x
PROV3699;Tongchuan;;;;;;;;;;;x
PROV3700;Weinan;;;;;;;;;;;x
PROV3701;Xianyang;;;;;;;;;;;x
PROV3702;Baoji;;;;;;;;;;;x
PROV3703;Ankang;;;;;;;;;;;x
PROV3704;Qingyang;;;;;;;;;;;x
PROV3705;Tianshui;;;;;;;;;;;x
PROV3706;Dingxi;;;;;;;;;;;x
PROV3707;Hezhou;;;;;;;;;;;x
PROV3708;Hezuo;;;;;;;;;;;x
PROV3709;Wuwei;;;;;;;;;;;x
PROV3710;Zhangye;;;;;;;;;;;x
PROV3711;Jiuquan;;;;;;;;;;;x
PROV3712;Shizuishan;;;;;;;;;;;x
PROV3713;Wuzhong;;;;;;;;;;;x
PROV3714;Guyuan;;;;;;;;;;;x
PROV3715;Shiyan;;;;;;;;;;;x
PROV3716;Enshi;;;;;;;;;;;x
PROV3717;Huangshi;;;;;;;;;;;x
PROV3718;Haidong;;;;;;;;;;;x
PROV3719;Neijiang;;;;;;;;;;;x
PROV3727;Huangnan;;;;;;;;;;;x
PROV3720;Tacheng;;;;;;;;;;;x
PROV3721;Zigong;;;;;;;;;;;x
PROV3722;Ya'an;;;;;;;;;;;x
PROV3723;Bole;;;;;;;;;;;x
PROV3724;Xichang;;;;;;;;;;;x
PROV3725;Dukou;;;;;;;;;;;x
PROV3726;Haibei;;;;;;;;;;;x
PROV1584;Wanxian;;;;;;;;;;;x
PROV3728;Fuling;;;;;;;;;;;x
PROV3729;Changji;;;;;;;;;;;x
PROV3730;Ningde;;;;;;;;;;;x
PROV3731;Jianyang;;;;;;;;;;;x
PROV3732;Xiamen;;;;;;;;;;;x
PROV3733;Yichun;;;;;;;;;;;x
PROV3734;Pingxiang;;;;;;;;;;;x
PROV3735;Zhuzhou;;;;;;;;;;;x
PROV3736;Xiangtan;;;;;;;;;;;x
PROV3737;Hengyang;;;;;;;;;;;x
PROV3738;Turpan;;;;;;;;;;;x
PROV3739;Yiyang;;;;;;;;;;;x
PROV3740;Qianyang;;;;;;;;;;;x
PROV3741;Meizhou;;;;;;;;;;;x
PROV3742;Foshan;;;;;;;;;;;x
PROV3743;Jiangmen;;;;;;;;;;;x
PROV3744;Maoming;;;;;;;;;;;x
PROV3745;Qinzhou;;;;;;;;;;;x
PROV3746;Yulin;;;;;;;;;;;x
PROV3747;Obihiro;;;;;;;;;;;x
PROV3748;Hainan;;;;;;;;;;;x
PROV3749;Liuzhou;;;;;;;;;;;x
PROV3750;Tomakomai;;;;;;;;;;;x
PROV3751;Hechi;;;;;;;;;;;x
PROV3752;Baise;;;;;;;;;;;x
PROV3753;Tongren;;;;;;;;;;;x
PROV3754;Zunyi;;;;;;;;;;;x
PROV3755;Duyun;;;;;;;;;;;x
PROV3756;Xingyi;;;;;;;;;;;x
PROV3757;Bijie;;;;;;;;;;;x
PROV3758;Liupanshui;;;;;;;;;;;x
PROV3759;Wenshan;;;;;;;;;;;x
PROV3760;Mengzi;;;;;;;;;;;x
PROV3761;Yuxi;;;;;;;;;;;x
PROV3762;Jinghong;;;;;;;;;;;x
PROV3763;Qujing;;;;;;;;;;;x
PROV3764;Zhaotong;;;;;;;;;;;x
PROV3765;Chuxiong;;;;;;;;;;;x
PROV3766;Lijiang;;;;;;;;;;;x
PROV3767;Lushui;;;;;;;;;;;x
PROV3768;Baoshan;;;;;;;;;;;x
PROV3769;Mangshi;;;;;;;;;;;x
PROV1623;Hsinchu;;;;;;;;;;;x
PROV1627;Taichung;;;;;;;;;;;x
PROV1630;Kaohsiung;;;;;;;;;;;x
PROV1634;Hualien;;;;;;;;;;;x
PROV1637;Taitung;;;;;;;;;;;x
PROV1532;Guisui;;;;;;;;;;;x
PROV3770;Shenzhen;;;;;;;;;;;x
PROV1625;Lincang;;;;;;;;;;;x
PROV1002;Hulun;;;;;;;;;;;x
PROV1534;Xilinhot;;;;;;;;;;;x
PROV1479;Fengtian;;;;;;;;;;;x
PROV1564;Heze;;;;;;;;;;;x
PROV1557;Xining;;;;;;;;;;;x
PROV1556;Golmud;;;;;;;;;;;x
PROV1558;Yushu;;;;;;;;;;;x
PROV2607;Korla;;;;;;;;;;;x
PROV1596;Altay;;;;;;;;;;;x
PROV1595;Kulja;;;;;;;;;;;x
PROV1643;Sapporo;;;;;;;;;;;x
PROV1644;Kushiro;;;;;;;;;;;x
PROV1629;Jeonju;;;;;;;;;;;x
PROV1635;Gwangju;;;;;;;;;;;x
PROV1631;Chuncheon;;;;;;;;;;;x
PROV1636;Daejeon;;;;;;;;;;;x
PROV1628;Cheongju;;;;;;;;;;;x
PROV1620;Sinuiju;;;;;;;;;;;x
PROV772;Vratsa;;;;;;;;;;;x
PROV787;Tarnovo;;;;;;;;;;;x
PROV832;Kyustendil;;;;;;;;;;;x
PROV2628;Haskovo;;;;;;;;;;;x
PROV2442;Juiz de Fora;;;;;;;;;;;x
PROV3771;Berettyoújfalu;;;;;;;;;;;x
PROV3772;Eger;;;;;;;;;;;x
PROV3773;Szolnok;;;;;;;;;;;x
PROV3774;Esztergom;;;;;;;;;;;x
PROV3775;Balassagyarmat;;;;;;;;;;;x
PROV3776;Nyíregyháza;;;;;;;;;;;x
PROV3777;Mátészalka;;;;;;;;;;;x
PROV3778;Szekszárd;;;;;;;;;;;x
PROV3779;Szombathely;;;;;;;;;;;x
PROV3780;Szikszö;;;;;;;;;;;x
PROV642;Veszprém;;;;;;;;;;;x
PROV645;Baja;;;;;;;;;;;x
PROV3781;Aydin;;;;;;;;;;;x
PROV691;Stargard;;;;;;;;;;;x
PROV2313;Sucre;;;;;;;;;;;x
PROV2319;Trinidad;;;;;;;;;;;x
PROV2255;Santa Marta;;;;;;;;;;;x
PROV2258;Neiva;;;;;;;;;;;x
PROV2262;Villavicencio;;;;;;;;;;;x
PROV2262;Mitú;;;;;;;;;;;x
PROV2260;Florencia;;;;;;;;;;;x
PROV2263;Mocoa;;;;;;;;;;;x
PROV2275;Ciudad Bolívar;;;;;;;;;;;x
PROV2246;Abancay;;;;;;;;;;;x
PROV2317;Huancayo;;;;;;;;;;;x
PROV2320;Chiclayo;;;;;;;;;;;x
PROV2242;Bucaramanga;;;;;;;;;;;x
PROV2261;Calamar;;;;;;;;;;;x
PROV2276;Tucupita;;;;;;;;;;;x
PROV2269;Barcelona;;;;;;;;;;;x
PROV2245;San Fernando de Apure;;;;;;;;;;;x
PROV2277;Maturín;;;;;;;;;;;x
PROV1979;San Cristóbal;;;;;;;;;;;x
PROV43;Rankin Inlet;;;;;;;;;;;x
PROV2595;Mérida;;;;;;;;;;;x
PROV10;San Carlos;;;;;;;;;;;x
PROV44;Valencia;;;;;;;;;;;x
PROV7;Maracay;;;;;;;;;;;x
