CODE;ENGLISH;;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
EVTNAME201041;The expedition begins;;;;;;;;;;;;;x
EVTDESC201042;I follow Henry’s advice. I’m the official leader of this expedition, but I know Henry’s aversion against these new technologies. When we began with our studies at the university, our professors put us for days in dirty holes, only equipped with a rusty shovel and outdated instruments. Now, everything has changed. The methods, the equipment. Even a car. ‘That’s a fine kind of travelling’, Henry says, leaning in the cushioned seat beside me, viewing the panorama. Maybe I must correct myself-some technologies seem to please even Henry. But then, we are forced to make a stop. A river cuts the hills in front of us, and only an old bridge connects both sides. It is obvious that we can’t go on the other side with our vehicle. The bridge seems in a bad condition, only made of ragged ropes. I look in Henry’s direction. ‘And now? What shall we do?’;;;;;;;;;;;;;x
EVTNAME201042;An old bridge;;;;;;;;;;;;;x
EVTDESC201043;The ropes make noises, as we have decided to left the car behind and cross the bridge. We have shouldered our equipment. We make one step after another, looking only forward. The noises become louder. ‘Maybe that was not the best idea’, I suggest. Henry doesn’t give an answer. His hands are trembling. His hands staring to the ropes. ‘The ropes! The ropes are ripping-go back, before the whole bridge collapses!’ But his warnings are too late. It seems, that we have overloaded the old bridge, tearing the ropes in pieces. Yelling and crying later, clutching the salvaging ropes with both hands, we dangle above the abyss, seeing our equipment falling in the depth of Andean valleys. We are safe, hanging at the clip, but lost our equipment. An idea comes to our mind: this bridge was an Incan trap. And without our provisions we are forced to give up.;;;;;;;;;;;;;x
EVTNAME201043;Crossing the bridge;;;;;;;;;;;;;x
EVTDESC201044;Taking the vehicle wasn’t the best thing we could do. Now, that we have been for days in the Andes, we realize that the steep and inhospitable mountains are not made for such a technology. There are no more streets we can take, and we are running out of fuel. Even our provisions are used up.;;;;;;;;;;;;;x
EVTNAME201044;Lost in the mountains;;;;;;;;;;;;;x
EVTDESC201045;It was not easy to persuade Henry, but after hours of discussion he indulges. We take the ‘Atalanta’, an aircraft which the government provided us. After the take-off, Henry takes his diary, searching the bookmark in it. ‘Manco Capac’, he notes. ‘The $COUNTRY_ADJ$ state is searching for his remains? I didn’t know that there are such optimists in the government.’ His voice has turned sarcastic. Henry searched the last five years for a sign of the legends associated with Manco Capac. Manco Capac, the last glorious King of the Incas. He fought the Spanish in a rebellion. He moved from Cusco to Vilcabamba and made the latter city his new capital. The last capital of the free Incan people. The discovery of Machu Picchu made many archaeologists believe, that there could be more historical sides nearby. ‘You should fly lower’, Henry proposed, ‘ we can’t see anything.’ ‘But there is fog, and the mountains are clouded. It is too risky’, I reply. But Henry is not convinced: ‘And what happens, if we overlook something?’;;;;;;;;;;;;;x
EVTNAME201045;Peruvian Sky;;;;;;;;;;;;;x
EVTDESC201046;"Wreckages lay lounge around. The smell of fire comes from the motor. The aeroplane is battered, pieces of metal gleam in the Andean sun. I can rescue my colleague out of the wreck. Henry is unconscious, but alive. My manoeuvre was a bit too confident; I wasn’t able to see the rough cliffs in the clouds. Our journey is over, as I decide to return to Cusco.";;;;;;;;;;;;;x
EVTNAME201046;The crash;;;;;;;;;;;;;x
EVTDESC201047;We have won hight. The scenery becomes miniature. Henry, who was at first against this decision, suddenly seems interested. ‘Did you see that?’ ‘What?’ ‘I bet I saw a temple! Look! There! I’m sure, on this plateau’, he points with his finger on the window. A temple! Henry was right. It was buried by the mountains, but here in the sky, from above, it is clearly to see. ‘We must land!’, Henry becomes excited. ‘Immediately!’ I see the look in his face. He is a rational and cold mind, but when it comes to an archaeological discovery, Henry changes. It seems, that he can smell this type of things. But I can’t share his opinion. The plateau is not the best field to land. It is not very large, and it would cost me a lot of courage to do this bold step.;;;;;;;;;;;;;x
EVTNAME201047;A temple? A temple!;;;;;;;;;;;;;x
EVTDESC201048;I searched for a better place to land, but when I found it, it was nearly impossible to find the place where the temple was. I made a second round to rediscover the Incan monument, but it was without success. Henry made his own expedition by foot, which resulted in failure. After weeks of useless search, we gave up hope to find the temple again.;;;;;;;;;;;;;x
EVTNAME201048;Temple lost out of sight;;;;;;;;;;;;;x
EVTDESC201049;I was able to land ‘Atalanta’, despite my concerns. The aeroplane landed softly on the plateau, and Henry jumped out of the machine when the airscrew were still moving. I follow him, looking up to the temple which is in a surprising good condition. Too untouched to be true. ‘On my voyages in Peru, I never saw an Incan temple in such a good shape’, Henry mentions. ‘That is an extraordinary discovery. The archaeologists at home would be astonished.’ I go forward, Henry waits instead, putting his hand on the stone. He observes the strange engravings. ‘Any information?’, I ask, but he denies. ‘That seems to be a very strange place. I can’t interpret this figures. It’s a shame that the Incas have no writing or hieroglyphs as the Mayas do, so everything remains obscure.’;;;;;;;;;;;;;x
EVTNAME201049;The Temple of the Sun;;;;;;;;;;;;;x
EVTDESC201050;Manco Capac, eh? You two are searching for the remains of the famous last Incan ruler? Follow me!’ A native offered his service. Now we travel through the Peruvian mountains, our equipment and ourselves carried by llamas. Henry is convinced, that a voyage with this creature, which were domesticated to reach even the most inhospitable areas of the Andes, will be more useful than the new technologies. But when I turned to him, I saw his grim face. ‘Henry, what is the matter?’ ‘I don’t trust this man’, Henry answers. ‘It would be better if we buy the llamas and leave him instead. For me, he knows too much.’;;;;;;;;;;;;;x
EVTNAME201050;Breakfast with Llamas;;;;;;;;;;;;;x
EVTDESC201051;Days and weeks go by. It took this long time after I realized, that Henry was right with his assumption. This llama leader wanted to trick us. Unfortunately, it was too late. When we wanted to confront him, he escaped with the llamas. It took us days before we were able to return to Cusco, exhausted and without equipment or success.;;;;;;;;;;;;;x
EVTNAME201051;Weren’t we here once before?;;;;;;;;;;;;;x
EVTDESC201052;Without a leader, we are left for ourselves. The journey continues, but the problem of disorientation becomes obvious. Henry spent five years to examine Incan culture, chasing every evidence regarding the legendary capital of Manco Capac, Vilcabamba. But this area is unknown to him. Wandering through this inhabited landscape drives us to despair. No ruins. No Incan remains. Nothing. Which direction should we take?;;;;;;;;;;;;;x
EVTNAME201052;Through the Andes;;;;;;;;;;;;;x
EVTDESC201053;The blue heaven. The golden sun. Grey stones and mountains. Nothing has sense. We don’t find the way to a promising archaeological place. We don’t even find back home. The Andes are our grave, and maybe one day we will be found by other archaeologists, in thousands of years, making a good sample for an exhibition…;;;;;;;;;;;;;x
EVTNAME201053;Lost in the Andes;;;;;;;;;;;;;x
EVTDESC201054;The sunset brightens the sky in red colours, shining on stones. Stones of a building. On the top of a plateau, an old temple sits enthroned like an Incan god-king above the Andes. I tether the llamas, but Henry keeps going forward. ‘On my voyages in Peru, I never saw an Incan temple in such a good shape’, he mentions. ‘That is an extraordinary discovery. The archaeologists at home would be astonished.’ I go forward, Henry waits instead, putting his hand on the stone. He observes the strange engravings. ‘Any information?’, I ask, but he denies. ‘That seems to be a very strange place. I can’t interpret this figures. It’s a shame that the Incas have no writing or hieroglyphs as the Mayas do, so everything remains obscure.’;;;;;;;;;;;;;x
EVTNAME201054;The Temple of the Sun;;;;;;;;;;;;;x
EVTDESC201055;The communication between our expedition in Peru and our archaeological society is interrupted. Until the war goes on, our enemies will try to disturb every information exchange.;;;;;;;;;;;;;x
EVTNAME201055;War interrupts expedition;;;;;;;;;;;;;x
EVTDESC201056;Immediately after the end of the war, the expedition in Peru has contacted us again.;;;;;;;;;;;;;x
EVTNAME201056;Expedition in Peru responds again;;;;;;;;;;;;;x
EVTDESC201058;We searched for hours, but we didn’t find the entrance. A huge portal marks an area, which we identify as a possible gate, but it is closed by a huge stone slab. Knots of alpaca hair is hanging above us, corded in strange knots. ‘A quipu! At least something.’ Henry seems facilitated. The Incas wrote their messages in a complicated systems of knots, why we call them also ‘talking knots’. Henry is able to decipher it, but his look is confused. ‘But… that can be true. The most quipus were conserved in the coast regions. In the mountains, nearly 90% are rotten.’ ‘Henry, please, continue the translation’, I interrupt. ‘We have later time for these investigations.’ Henry grumbles, catches a breath. Then he proceeds: ‘Sacrifice the flesh of an animal/ the flesh of a tree/ the flesh of the sea/ and the flesh of the earth./ Finally, after five pounds of llama wool/ you will see Intis sun.’;;;;;;;;;;;;;x
EVTNAME201058;The Temple of the Sun;;;;;;;;;;;;;x
EVTDESC201059;We gathered the asked goods. They are forced to give up our provisions, and I sacrifice my golden pocket watch, to fulfil the ‘flesh of a god’ part. Lastly, we lay the llama pelts, which we took with us-fearing the cold of the night in the Andes-to the other pieces of the sacrifice, in front of the slab. ‘That is ridiculous’, Henry delivers. ‘What comes next? Will Inti step down from the sky and open the door?’ ‘Do you have a better idea?’ ‘Maybe not a better one, but at least not so dumb like this unscientific proposal!’ I want to respond, but the sound of a shattering rock breaks in. The ground trembles, shakes, and rips. The food and the wool vanish in a dark hole, together with dust and gravel. After a moment of being shaken, we decide to climb down. Henry takes his rope, and after a while, we abseil in the darkness. The spark of a torch later, we stare at corridors, stairs, different floors and bizarre constructions. I never saw such an amazing compilation of dizzying architecture.;;;;;;;;;;;;;x
EVTNAME201059;The Labyrinth;;;;;;;;;;;;;x
EVTDESC201060;"After a hard downfall, we realize, that we are caught in a pit. I grab the torch; fire is lighting the environment again. ‘Henry?’ ‘Yes?’ ‘Why is the ground moving?’ Silence follows. I lower the torch-we are surrounded by snakes!";;;;;;;;;;;;;x
EVTNAME201060;Downstairs;;;;;;;;;;;;;x
EVTDESC201061;We reach a higher level, following a passage through a tunnel. ‘Something seems… similar’, I notice. ‘What?’, Henry asks-following a strange sound, like a switch, which is now activated…;;;;;;;;;;;;;x
EVTNAME201061;Upstairs;;;;;;;;;;;;;x
EVTDESC201062;AHHHHHH!’ Our screams echoes in the labyrinth, followed by the sound of the gigantic stone ball behind us. At least, we are able to escape in a save corridor.;;;;;;;;;;;;;x
EVTNAME201062;It’s a Trap!;;;;;;;;;;;;;x
EVTDESC201063;Reconsidering our situation, taking the corridor was a bold step. Everything seems confusing, and when we go upstairs, it seems that we go downstairs. Each step could be a trap. And there are many different routes we can chose.;;;;;;;;;;;;;x
EVTNAME201063;The corridor;;;;;;;;;;;;;x
EVTDESC201064;Right. Left. Left. Right. Upstairs. Downstairs. Deadlock. Return. Right. Upstairs. Deadlock. Return. Return. Left. Right. Corridors, scales, floors-everywhere. I give up. We are completely lost in this strange place. There is no exit, no way out!;;;;;;;;;;;;;x
EVTNAME201064;Lost in the Temple;;;;;;;;;;;;;x
EVTDESC201065;A wide hall. Symbols and scenes decorate the walls. It seems, that we have left the labyrinth. We look up, to the ceiling, higher than 20 feet. Snakes, made of stone, surround a portal on the other side. He sits on a bench, a plate on his thighs-the food on it, which we ‘sacrificed’. He is skinny and old. He notices us, but doesn’t react. While he is eating, we come nearer. ‘I’m sure, that behind this portal, there is something very important’, I say to Henry. ‘Clearly. An old, skinny man is guarding it. Every important chambered is guarded by an old, skinny, mysterious. Hell, he lacks only a long white beard and a crusader-sword!’ Henry…’, I try to . Henry can become very sarcastic in such situation. ‘And he is eating our provision!’ ‘Please, please… don’t be so loud, my ears’, quits the old man his meal. ‘If you calm down, I’m willing to answer your questions. This is the Temple of the Sun. A holy place. And I’m the guard of the heritage of our progenitors.’;;;;;;;;;;;;;x
EVTNAME201065;The Sanctuary;;;;;;;;;;;;;x
EVTDESC201066;It’s the duty of my family to protect this place’, he begins. ‘Since generations, one man in one generation takes it on. The people from the near villages come to this sanctuary, bringing food and clothes, so I can concentrate on my service. But times are changing. And I can’t protect a culture which will die. The young people in the Andes are not interested in our past or our religion.’ He stands up, nodding, then he looks to us. ‘I know what you want. But do you really know what you want?’ ‘Oh, that is such a cliché. An old mysterious man is protecting an ancient place, all his life, and then, when-casually-two archaeologists come around, he spends time on philosophical phrases…’ ‘Henry!’ ‘It is true!’, my colleague underlines. The old man grins. ‘Anyway’, he begins, ‘what are you going to do?’;;;;;;;;;;;;;x
EVTNAME201066;The Decision;;;;;;;;;;;;;x
EVTDESC201067;A $COUNTRY_ADJ$ has found the Temple of the sun, a magnificent testimony of Incan art, build under the rule of the last great Inca, Manco Capac II. Wonderful and precious artefacts were found and brought to the National Museum.;;;;;;;;;;;;;x
EVTNAME201067;Temple of the Sun discovered;;;;;;;;;;;;;x
EVTDESC201068;A $COUNTRY_ADJ$ has found the Temple of the sun, a magnificent testimony of Incan art, build under the rule of the last great Inca, Manco Capac II. A restricted archaeological area was arranged to prevent other people from this place. The scientists expect new and interesting information regarding the life of the Inca.;;;;;;;;;;;;;x
EVTDESC201069;A $COUNTRY_ADJ$ has found the Temple of the sun, a magnificent testimony of Incan art, build under the rule of the last great Inca, Manco Capac II. The archaeologists agreed on to leave this place unchanged. It is viewed as a cultural and religious heritage of the local people and will be respected by $COUNTRY$.;;;;;;;;;;;;;x
EVTDESC201070;A cache of human figurines made of worked gold have been uncovered in our Inca dig site. The craftsmanship is exceptional, and both the designs and the construction will give us meaningful insight into the culture and technology of the Inca people.;;;;;;;;;;;;;x
EVTNAME201070;Agamemnon’s Mask;;;;;;;;;;;;;x
EVTDESC201071;A breakthrough in the Andes! Our archaeologists have located a major Inca temple complex. Its walls are covered in brilliant frescoes depicting myths and religious ceremonies, and a number of tools, garments and textiles have been remarkably well preserved by the arid Andean climate. It is clear that the Inca were wealthier and more culturally sophisticated than was previously suspected.;;;;;;;;;;;;;x
EVTNAME201071;A Temple of the Sun;;;;;;;;;;;;;x
EVTDESC201072;After all the careful exploration of major Inca sites, the most dramatic breakthrough yet has come from a farming village. A ceramic vessel was unearthed, and inside was a breath-taking golden sculpture of an early Inca chief on a log raft, surrounded by priests and servants. Comparing the sculpture with frescoes from the temples and regional legends, we now believe that the chief painted himself with gold dust and leapt into a mountain lake to make offerings to appease the gods. It seems likely that this ritual is the ancient origin of the legend of ‘Golden Kings’ that so tantalized Spanish explorers centuries ago. What a triumph for $COUNTRY_ADJ$ archaeology!;;;;;;;;;;;;;x
EVTNAME201072;The Golden Raft;;;;;;;;;;;;;x
EVTDESC202000;Milan, capital of the Kingdom of Lombardy-Venetia and our most important foothold in Italy is occupied by rebels! Italian patriots have observed the ongoing unrest in our country and drove our garrisons out of the city. Popular uprisings are spreading in our Italian dependencies, building barricades, raising flags with the Italian tricolour, and shouting their battle-cry for a unified Italy. After five days, the last Austrian soldier had to draw back. Our men fought bravely, but we had no chance-these rude traitors are now in complete control of the capital of Lombardy, celebrating these ‘Five Days of Milan’. This may be the beginning of a dangerous turn in our Italian politics!;;;;;;;;;;;;;x
EVTNAME202000;The Five Days of Milan;;;;;;;;;;;;;x
EVTOPTA202000;Send Radetzky!;;;;;;;;;;;;;x
EVTOPTB202000;We have no choice but to let them go.;;;;;;;;;;;;;x
EVTDESC202001;In $YEAR$ revolutionary riots broke out in numerous places of Italy, as well in many other parts of Europe. Charles Albert in Piedmont had been forced to make concessions to the democrats. With Vienna itself in revolt, both Milan and Venice, the main cities of the Kingdom of Lombardy-Venetia, under Austrian rule, revolted. The situation was favourable for Sardinia, which would see the full support of the Lombard patriots in Milan, if they intervened.;;;;;;;;;;;;;x
EVTNAME202001;A Sardinian Intervention?;;;;;;;;;;;;;x
EVTOPTA202001;We will intervene. Long live Italy!;;;;;;;;;;;;;x
EVTOPTB202001;It is too dangerous.;;;;;;;;;;;;;x
EVTDESC202002;In $YEAR$ revolutionary riots broke out in numerous places of Italy, as well in many other parts of Europe. Charles Albert in Piedmont had been forced to make concessions to the democrats. With Vienna itself in revolt, both Milan and Venice, the main cities of the Kingdom of Lombardy-Venetia, under Austrian rule, revolted. The situation was favourable for Sardinia, which would see the full support of the Lombard patriots in Milan. The Kingdom decided to exploit the moment, and attacked the weakened Austria in her Italian possessions. After a plebiscite, Milan was annexed by Sardinia, and a combined army beat the Austrians at Pastrengo. The War of Italian Independence had begun.;;;;;;;;;;;;;x
EVTNAME202002;The Italian War of Independence;;;;;;;;;;;;;x
EVTOPTA202002;Rebels! Traitors! Bloody Italian Scum!;;;;;;;;;;;;;x
EVTDESC202003;The Fall of Milan was a huge blow to the Piedmontese army. The way to Turin lay open, Austrian forces had been reorganized and had rotted most of our armies. Sardinia is in a very delicate situation, and the total collapse of the country was imminent if the Austrians pressed their advance. The King, Charles Albert, has proposed that he abdicate the throne and return the provinces in Lombardy to Austria, in return for the return to the status quo;;;;;;;;;;;;;x
EVTNAME202003;The Fall of Milan;;;;;;;;;;;;;x
EVTOPTA202003;Abdicate and make peace to prevent damage;;;;;;;;;;;;;x
EVTOPTB202003;We will never surrender! Viva il Re!;;;;;;;;;;;;;x
EVTDESC202004;The Piedmontese ambitions have ended in a crushing defeat. The King of Sardinia has abdicated, Milan returned under rightful Austrian rule, and peace has been restored. The failure of nationalistic forces has been a huge setback for any potential union of Italian states. This is a glorious day for Austria!;;;;;;;;;;;;;x
EVTNAME202004;Austria Wins the Italian War of Independence;;;;;;;;;;;;;x
EVTDESC202005;A delegation of Italian nationalists, led by a man called Daniele Manin, has petitioned the congregation of Venetia regarding a ‘Constitution’, ‘Independence of the Italian Kingdom’ and other, trivial matters, regarding liberalism and democracy. Such ideas are rising in the Italian provinces. Cultural life in Milan and Venetia is full of propaganda against the government, and it seems, that Italian insolence has reached a new peak.;;;;;;;;;;;;;x
EVTNAME202005;The Kingdom of Lombardy-Venetia;;;;;;;;;;;;;x
EVTDESC202006;After existing as an independent maritime republic for 100 years and a leading naval power in the Mediterranean for most of that time, the Republic of Venice surrendered to Napoleon during the French Revolutionary Wars in 1797 and was ceded to the Austrian Empire (as the kingdom of Lombardy-Venetia) by the Treaty of Campo Formio a few months later. Austrian rule, after realising that mutually-agreeable home rule would not be possible, exploited Venetian resources, economically and politically, favouring Trieste as the imperial seaport. Within 50 years of their acquisition of the former republic, Austria had taken 45 million Austrian lire more from the region than had been spent there and Venetian capitalism had been stifled by a reluctance on the part of the slow, bureaucratic Habsburg regime to grant credit to Venetian entrepreneurs. In the chaos of the springtime of nations, Daniele Manin entered the Venetian Arsenal with ‘a number of public-spirited Venetians’, in a direct challenge to Austrian rule.;;;;;;;;;;;;;x
EVTNAME202006;Repubblica di San Marco;;;;;;;;;;;;;x
EVTDESC202007;After 50 years of occupation, of humiliation and ignorance, the day of salvation has come. The streets are filled with weeping old people, which saw the gonfalon, the banner with the winged lion in their days of youth, and now-once again-see him shining in the sun of a new future. The songs of our fathers are sung again, and the cry ‘Viva San Marco!’ is not prohibited anymore. Long live Venice, long live Saint Mark, long live the glory of our lion. Our patron saint has rescued us, he didn’t forget his own people-Venice, our beloved home, is free!;;;;;;;;;;;;;x
EVTNAME202007;The Serenissima is Back;;;;;;;;;;;;;x
EVTDESC202008;After the successful War of Independence, one topic is present in every tavern: the future of Venice. Some want to be unified with Sardinia, becoming later a part of a new united Italian state. Others are more cautious, willing to wait until this new state evolves and the day of decision has come. A last group isn’t willing to join any state, underlining, that Venice was and will be independent forever, as it was before.;;;;;;;;;;;;;x
EVTNAME202008;Italian or Venetian?;;;;;;;;;;;;;x
EVTDESC202009;Giuseppe Mazzini, nicknamed ‘The Beating Heart of Italy’ was an Italian politician, journalist and activist for the unification of Italy. Mazzini was a member of the Carbonari, a secret association with political purposes. Later, he went to Marseille, where he became a popular figure to the other Italian exiles. He organized a new political society called La giovine Italia (Young Italy). Young Italy was a secret society formed to promote Italian unification. Mazzini believed that a popular uprising would create a unified Italy, and would touch off a European-wide revolutionary movement. Young Italy counted ca 60,000 adherents in 1833, with branches in Genoa and other cities. In that year Mazzini launched a first attempt of insurrection in Sardinia, which failed. He organized another uprising for the following year. A group of Italian exiles were to enter Piedmont from Switzerland and spread the revolution there, and founded a new association with German and Polish refugees, called Young Europe. Austria and Sardinia put pressure on Switzerland to extradite Mazzini.;;;;;;;;;;;;;x
EVTNAME202009;Giuseppe Mazzini;;;;;;;;;;;;;x
EVTDESC202011;Giuseppe Mazzini, nicknamed ‘The Beating Heart of Italy’ was an Italian politician, journalist and activist for the unification of Italy. Mazzini was a member of the Carbonari, a secret association with political purposes. Later, he went to Marseille, where he became a popular figure to the other Italian exiles. He organized a new political society called La giovine Italia (Young Italy). Young Italy was a secret society formed to promote Italian unification. Mazzini believed that a popular uprising would create a unified Italy, and would touch off a European-wide revolutionary movement. Young Italy counted ca 60,000 adherents in 1833, with branches in Genoa and other cities. In that year Mazzini launched a first attempt of insurrection in Sardinia, which failed. He organized another uprising for the following year. A group of Italian exiles were to enter Piedmont from Switzerland and spread the revolution there, and founded a new association with German and Polish refugees, called Young Europe. Austria and Sardinia put pressure on Switzerland to extradite him, but Mazzini was able to escape, and moved to London.;;;;;;;;;;;;;x
EVTDESC202012;Today, Giuseppe Mazzini-a figurehead of the nationalistic movements across Europe-was arrested by Sardinian policemen.;;;;;;;;;;;;;x
EVTNAME202012;Mazzini Arrested;;;;;;;;;;;;;x
EVTDESC202013;We were not able to get Mazzini. He remains in exile.;;;;;;;;;;;;;x
EVTNAME202013;Mazzini remains in exile;;;;;;;;;;;;;x
EVTDESC202014;The conclave of 1846, following the death of Pope Gregory XVI (1831-46), took place in an unsettled political climate within Italy. Because of this, many foreign Cardinals decided not to attend the conclave. At its start, only 46 out of 62 cardinals were present. Moreover, the conclave of 1846 was steeped in a factional division between conservatives and liberals. Faced with deadlock, liberals and moderates decided to cast their votes for Mastai-Ferretti in a move that contradicted the general mood throughout Europe. By the second day of the conclave, on 16 June 1846, during an evening ballot, Mastai-Ferretti was elected Pope. As liberal Europe applauded his election, he introduced political reforms on a broad scale. For the next twenty months after the election, Pius IX was the most popular man on the Italian peninsula, where the exclamation ‘Long life to Pius IX!’ was often heard. His initial policies created quite a sensation among Italian patriots, both at home and in exile.;;;;;;;;;;;;;x
EVTNAME202014;Pius IX;;;;;;;;;;;;;x
EVTDESC202015;As a liberal and aware of the political pressures within the Papal States, his first act of a general amnesty for political prisoners did not consider its potential implications and consequences: The freed revolutionaries merely resumed their previous activities and his concessions only provoked greater demands as patriotic Italian groups sought not only a constitutional government, which he was sympathetic to, but also the Unification of Italy under his leadership and a war of liberation against Catholic Austria, which claimed the northern Italian provinces as its own. By early $YEAR$, all of Western Europe began to be convulsed in various revolutionary movements. The Pope, claiming to be above national interests, refused to go to war with Austria, which totally reversed the up to now popular view of him in his native Italy. In a calculated, well-prepared move, Rossi was assassinated on 15 November 1848, and in the days following, the Swiss Guards were disarmed, making the Pope a prisoner in his palace. A Roman Republic was declared.;;;;;;;;;;;;;x
EVTNAME202015;The Roman Republic;;;;;;;;;;;;;x
EVTDESC202017;The Roman Republic is defeated, the Papacy restored.;;;;;;;;;;;;;x
EVTNAME202017;Pius IX Returns;;;;;;;;;;;;;x
EVTDESC202019;This is a great day for nationalists, patriots and all oppressed people in the world. The Italian people have won an important victory against Austria. Lombardy is now free from Habsburg oppression and is now under rightful Italian rule, people in Milan and Turin are celebrating, and the nation will remember this day of glory. \n \n However, this is just the first step in the heroic struggle for the unification of Italy, we must now turn our eyes to the rest of the peninsula!;;;;;;;;;;;;;x
EVTNAME202019;Sardinia Wins the Italian War of Independence;;;;;;;;;;;;;x
EVTDESC202020;Sardinia has made a White peace with us. We should claim Milan, because it is still occupied by foreign troops. The international scene will agree.;;;;;;;;;;;;;x
EVTNAME202020;The Status Quo;;;;;;;;;;;;;x
EVTDESC202021;We have made a White peace with Austria. We must return Milan, because it was under Austrian rule before the war. The international scene will be upset, if we don’t.;;;;;;;;;;;;;x
EVTDESC202022;Sardinia doesn’t return Milan-we must take it with force!;;;;;;;;;;;;;x
EVTNAME202022;Sardinia remains stubborn;;;;;;;;;;;;;x
EVTDESC202024;The smashing defeat has serious consequences on our country. The abdication of our king provokes unrest. Advisers propose a new approach in our politics.;;;;;;;;;;;;;x
EVTNAME202024;Consequences;;;;;;;;;;;;;x
EVTDESC202030;For a musical jubilee, which was part of the International Exhibition of $YEAR$, the Italian composer Giuseppe Verdi prepared a cantata, called ‘Inno delle nazione’ (Hymn of the Nations), including different hymns, representing three European countries: Great Britain (God save the King), France (La Marseillaise) and Italy (Fratelli d’Italia). The Inno delle nazione exalted the brotherhood of man, and became a huge success, when it was performed, making a lasting impression. This was not only true concerning Verdi’s talent, but also true for the young nation state of Italy, which became a part of international affairs.;;;;;;;;;;;;;x
EVTNAME202030;Inno delle nazioni;;;;;;;;;;;;;x
EVTDESC202033;The Betrothed (orig. Italian: I Promessi Sposi) is an Italian historical novel by Alessandro Manzoni, first published in 1827, in three volumes. Set in northern Italy in 1628, during the oppressive years under Spanish rule, it is sometimes seen as a veiled attack on Austria, which controlled the region at the time the novel was written. I Promessi Sposi was the first Italian historical novel, a model for subsequent Italian literary fiction and a basis for the modern Italian language. In the early 19th century, there was still some controversy as to what form the standard literary language of Italy should take. Manzoni-originally from Milan-was firmly in favour of the dialect of Florence and, after ‘washing his vocabulary on the banks of the Arno’ (as he put it), he revised the novel’s language for its republication in 1842. Many expressions, quotes and names from the novel are still commonly used in Italian, such as Perpetua (meaning a priest’s house worker) or ‘Questo matrimonio non s’ha da fare’ (‘This marriage is not to be performed’, used ironically) and it is still considered a true masterpiece of world literature.;;;;;;;;;;;;;x
EVTNAME202033;I Promessi Sposi;;;;;;;;;;;;;x
EVTDESC202035;Il Canto degli Italiani (The Song of the Italians) is best known among Italians as ‘Inno di Mameli’ (Mameli’s Hymn), after the author of the lyrics, or ‘Fratelli d’Italia’ (Brothers of Italy), from its opening line. The words were written in $YEAR$ in Genoa, by the then 20-year-old student and patriot Goffredo Mameli, in a climate of popular struggle for unification and independence of Italy which foreshadowed the war against Austria. Two months later, they were set to music in Turin by another Genoese, Michele Novaro. The hymn enjoyed widespread popularity throughout the period of the Risorgimento and in the following decades. The hymn was also printed on leaflets in Genoa, by the printing office Casamara and published on the December 10: the demonstration was officially dedicated to the 101st anniversary of the expulsion of the Austrian powers from the city-in fact it was an excuse to protest against foreign occupations in Italy and induce Carlo Alberto to embrace the Italian cause of liberty. In this occasion the tricolour flag was shown and Mameli’s hymn was publicly sung for the first time.;;;;;;;;;;;;;x
EVTNAME202035;Il Canto degli Italiani;;;;;;;;;;;;;x
EVTDESC202038;When Italy conquered Rome, the new nation state antagonized the Papacy and was in a permanent struggle with the Apostolic See. Italy favoured secular movements and a new national spirit to encounter the strong catholic sentiment within the country, emulating the French state. Italian artists, philosophers or scientists were promoted, and Santa Croce in Florence became an equivalent to the Pantheon in Paris. Especially personalities with secular or atheistic views were important, like the famous Italian revolutionary and poet Ugo Foscolo. Foscolo, born on Zakynthos (the venetian Zante) in 1778 was an important figure in this new gallery of ‘Secular Saints’, but unfortunately, Foscolo died in Chiswick, Western London, after eleven years of exile in England. In $YEAR$, Italy requested his remains.;;;;;;;;;;;;;x
EVTNAME202038;The Legacy of Ugo Foscolo;;;;;;;;;;;;;x
EVTDESC202040;These mint-sauce-smelling British bastards, these sons of a one-leg cow-they won’t give us Foscolo!;;;;;;;;;;;;;x
EVTNAME202040;The Foscolo Crisis;;;;;;;;;;;;;x
EVTDESC202041;In $YEAR$, Foscolo’s remains were brought to Florence, at the request of Italy, and with all the pride, pomp and circumstance of a great national mourning, found their final resting-place beside the monuments of Machiavelli and Alfieri, of Michelangelo and Galileo, in the church of Santa Croce, the pantheon of Italian glory he had celebrated in Dei sepolcri. Long live Italy, long live the United Kingdom!;;;;;;;;;;;;;x
EVTNAME202041;Foscolo returns!;;;;;;;;;;;;;x
