;;;;;;;;;;;;x,,,,,,,,,,,,,
release_country_on_title;Enable 'Release Country' decisions;;;;;;;;;;;;x,,
release_country_ASY_title;Release Country of Assyria;;;;;;;;;;;;;;;;;;;;x,,
release_country_ASY_desc;We hold provinces that Assyria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BHR_title;Release Country of Bahrain;;;;;;;;;;;;;;;;;;;;x,,
release_country_BHR_desc;We hold provinces that Bahrain has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CIR_title;Release Country of Circassia;;;;;;;;;;;;;;;;;;;;x,,
release_country_CIR_desc;We hold provinces that Circassia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CLC_title;Release Country of Cilicia;;;;;;;;;;;;;;;;;;;;x,,
release_country_CLC_desc;We hold provinces that Cilicia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_DAG_title;Release Country of Dagestan;;;;;;;;;;;;;;;;;;;;x,,
release_country_DAG_desc;We hold provinces that Dagestan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_DUR_title;Release Country of Durrani Empire;;;;;;;;;;;;;;;;;;;;x,,
release_country_DUR_desc;We hold provinces that Durrani Empire has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_HAL_title;Release Country of Hail;;;;;;;;;;;;;;;;;;;;x,,
release_country_HAL_desc;We hold provinces that Hail has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_JOR_title;Release Country of Jordan;;;;;;;;;;;;;;;;;;;;x,,
release_country_JOR_desc;We hold provinces that Jordan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KDS_title;Release Country of Kurdistan;;;;;;;;;;;;;;;;;;;;x,,
release_country_KDS_desc;We hold provinces that Kurdistan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KWT_title;Release Country of Kuwait;;;;;;;;;;;;;;;;;;;;x,,
release_country_KWT_desc;We hold provinces that Kuwait has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KYR_title;Release Country of Kyrgyzstan;;;;;;;;;;;;;;;;;;;;x,,
release_country_KYR_desc;We hold provinces that Kyrgyzstan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LBN_title;Release Country of Lebanon;;;;;;;;;;;;;;;;;;;;x,,
release_country_LBN_desc;We hold provinces that Lebanon has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_NYE_title;Release Country of North Yemen;;;;;;;;;;;;;;;;;;;;x,,
release_country_NYE_desc;We hold provinces that North Yemen has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_PLS_title;Release Country of Palestine;;;;;;;;;;;;;;;;;;;;x,,
release_country_PLS_desc;We hold provinces that Palestine has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_PNT_title;Release Country of Pontus;;;;;;;;;;;;;;;;;;;;x,,
release_country_PNT_desc;We hold provinces that Pontus has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SYR_title;Release Country of Syria;;;;;;;;;;;;;;;;;;;;x,,
release_country_SYR_desc;We hold provinces that Syria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_TAJ_title;Release Country of Tajikstan;;;;;;;;;;;;;;;;;;;;x,,
release_country_TAJ_desc;We hold provinces that Tajikstan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_TCA_title;Release Country of Transcaucasia;;;;;;;;;;;;;;;;;;;;x,,
release_country_TCA_desc;We hold provinces that Transcaucasia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_TKM_title;Release Country of Turkmenistan;;;;;;;;;;;;;;;;;;;;x,,
release_country_TKM_desc;We hold provinces that Turkmenistan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_TKS_title;Release Country of Turkestan;;;;;;;;;;;;;;;;;;;;x,,
release_country_TKS_desc;We hold provinces that Turkestan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_UYG_title;Release Country of Uyghurstan;;;;;;;;;;;;;;;;;;;;x,,
release_country_UYG_desc;We hold provinces that Uyghurstan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_UZB_title;Release Country of Uzbekistan;;;;;;;;;;;;;;;;;;;;x,,
release_country_UZB_desc;We hold provinces that Uzbekistan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ASM_title;Release Country of Assam;;;;;;;;;;;;;;;;;;;;x,,
release_country_ASM_desc;We hold provinces that Assam has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BIH_title;Release Country of Bihar;;;;;;;;;;;;;;;;;;;;x,,
release_country_BIH_desc;We hold provinces that Bihar has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BLC_title;Release Country of Baluchistan;;;;;;;;;;;;;;;;;;;;x,,
release_country_BLC_desc;We hold provinces that Baluchistan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BNG_title;Release Country of Bengal;;;;;;;;;;;;;;;;;;;;x,,
release_country_BNG_desc;We hold provinces that Bengal has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_DRA_title;Release Country of Dravidistan;;;;;;;;;;;;;;;;;;;;x,,
release_country_DRA_desc;We hold provinces that Dravidistan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KRN_title;Release Country of Karnatak;;;;;;;;;;;;;;;;;;;;x,,
release_country_KRN_desc;We hold provinces that Karnatak has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MAH_title;Release Country of Maharashtra;;;;;;;;;;;;;;;;;;;;x,,
release_country_MAH_desc;We hold provinces that Maharashtra has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_RAJ_title;Release Country of Rajputana;;;;;;;;;;;;;;;;;;;;x,,
release_country_RAJ_desc;We hold provinces that Rajputana has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SRI_title;Release Country of Sri Lanka;;;;;;;;;;;;;;;;;;;;x,,
release_country_SRI_desc;We hold provinces that Sri Lanka has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_AGC_title;Release Country of Angoche;;;;;;;;;;;;;;;;;;;;x,,
release_country_AGC_desc;We hold provinces that Angoche has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ANG_title;Release Country of Angola;;;;;;;;;;;;;;;;;;;;x,,
release_country_ANG_desc;We hold provinces that Angola has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ARO_title;Release Country of Aro;;;;;;;;;;;;;;;;;;;;x,,
release_country_ARO_desc;We hold provinces that Aro has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ASH_title;Release Country of Ashanti;;;;;;;;;;;;;;;;;;;;x,,
release_country_ASH_desc;We hold provinces that Ashanti has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_AWS_title;Release Country of Awsa;;;;;;;;;;;;;;;;;;;;x,,
release_country_AWS_desc;We hold provinces that Awsa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_AZA_title;Release Country of Azande;;;;;;;;;;;;;;;;;;;;x,,
release_country_AZA_desc;We hold provinces that Azande has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BEN_title;Release Country of Benin;;;;;;;;;;;;;;;;;;;;x,,
release_country_BEN_desc;We hold provinces that Benin has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BMK_title;Release Country of Bamako;;;;;;;;;;;;;;;;;;;;x,,
release_country_BMK_desc;We hold provinces that Bamako has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BRD_title;Release Country of Urundi;;;;;;;;;;;;;;;;;;;;x,,
release_country_BRD_desc;We hold provinces that Urundi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BSH_title;Release Country of Basotho;;;;;;;;;;;;;;;;;;;;x,,
release_country_BSH_desc;We hold provinces that Basotho has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_BUG_title;Release Country of Buganda;;;;;;;;;;;;;;;;;;;;x,,
release_country_BUG_desc;We hold provinces that Buganda has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CAR_title;Release Country of Central African Republic;;;;;;;;;;;;;;;;;;;;x,,
release_country_CAR_desc;We hold provinces that Central African Republic has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CGO_title;Release Country of Congo-Brazzaville;;;;;;;;;;;;;;;;;;;;x,,
release_country_CGO_desc;We hold provinces that Congo-Brazzaville has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CHD_title;Release Country of Chad;;;;;;;;;;;;;;;;;;;;x,,
release_country_CHD_desc;We hold provinces that Chad has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CLA_title;Release Country of Calabar;;;;;;;;;;;;;;;;;;;;x,,
release_country_CLA_desc;We hold provinces that Calabar has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CMR_title;Release Country of Cameroon;;;;;;;;;;;;;;;;;;;;x,,
release_country_CMR_desc;We hold provinces that Cameroon has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_CYR_title;Release Country of Cyrenaica;;;;;;;;;;;;;;;;;;;;x,,
release_country_CYR_desc;We hold provinces that Cyrenaica has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_DAH_title;Release Country of Dahomey;;;;;;;;;;;;;;;;;;;;x,,
release_country_DAH_desc;We hold provinces that Dahomey has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_DAM_title;Release Country of Damagaram;;;;;;;;;;;;;;;;;;;;x,,
release_country_DAM_desc;We hold provinces that Damagaram has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_DAR_title;Release Country of Darfur;;;;;;;;;;;;;;;;;;;;x,,
release_country_DAR_desc;We hold provinces that Darfur has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_DND_title;Release Country of Dendi;;;;;;;;;;;;;;;;;;;;x,,
release_country_DND_desc;We hold provinces that Dendi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GAB_title;Release Country of Gabon;;;;;;;;;;;;;;;;;;;;x,,
release_country_GAB_desc;We hold provinces that Gabon has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GAZ_title;Release Country of Gaza;;;;;;;;;;;;;;;;;;;;x,,
release_country_GAZ_desc;We hold provinces that Gaza has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GBU_title;Release Country of Gabu;;;;;;;;;;;;;;;;;;;;x,,
release_country_GBU_desc;We hold provinces that Gabu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GEL_title;Release Country of Geledi;;;;;;;;;;;;;;;;;;;;x,,
release_country_GEL_desc;We hold provinces that Geledi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GMB_title;Release Country of Gambia;;;;;;;;;;;;;;;;;;;;x,,
release_country_GMB_desc;We hold provinces that Gambia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GNE_title;Release Country of Guinea;;;;;;;;;;;;;;;;;;;;x,,
release_country_GNE_desc;We hold provinces that Guinea has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GON_title;Release Country of Gonder;;;;;;;;;;;;;;;;;;;;x,,
release_country_GON_desc;We hold provinces that Gonder has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_HAR_title;Release Country of Harar;;;;;;;;;;;;;;;;;;;;x,,
release_country_HAR_desc;We hold provinces that Harar has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_IVC_title;Release Country of Ivory Coast;;;;;;;;;;;;;;;;;;;;x,,
release_country_IVC_desc;We hold provinces that Ivory Coast has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_JAL_title;Release Country of Jallon;;;;;;;;;;;;;;;;;;;;x,,
release_country_JAL_desc;We hold provinces that Jallon has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KAF_title;Release Country of Kaffa;;;;;;;;;;;;;;;;;;;;x,,
release_country_KAF_desc;We hold provinces that Kaffa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KBO_title;Release Country of Kanem-Bornu;;;;;;;;;;;;;;;;;;;;x,,
release_country_KBO_desc;We hold provinces that Kanem-Bornu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KNG_title;Release Country of Kong;;;;;;;;;;;;;;;;;;;;x,,
release_country_KNG_desc;We hold provinces that Kong has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KNY_title;Release Country of Kenya;;;;;;;;;;;;;;;;;;;;x,,
release_country_KNY_desc;We hold provinces that Kenya has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KON_title;Release Country of Kongo;;;;;;;;;;;;;;;;;;;;x,,
release_country_KON_desc;We hold provinces that Kongo has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KUB_title;Release Country of Kuba;;;;;;;;;;;;;;;;;;;;x,,
release_country_KUB_desc;We hold provinces that Kuba has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KZB_title;Release Country of Kazembe;;;;;;;;;;;;;;;;;;;;x,,
release_country_KZB_desc;We hold provinces that Kazembe has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LBA_title;Release Country of Luba;;;;;;;;;;;;;;;;;;;;x,,
release_country_LBA_desc;We hold provinces that Luba has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LBY_title;Release Country of Libya;;;;;;;;;;;;;;;;;;;;x,,
release_country_LBY_desc;We hold provinces that Libya has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LOA_title;Release Country of Loango;;;;;;;;;;;;;;;;;;;;x,,
release_country_LOA_desc;We hold provinces that Loango has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LUN_title;Release Country of Lunda;;;;;;;;;;;;;;;;;;;;x,,
release_country_LUN_desc;We hold provinces that Lunda has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MAJ_title;Release Country of Majeerteen;;;;;;;;;;;;;;;;;;;;x,,
release_country_MAJ_desc;We hold provinces that Majeerteen has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MAS_title;Release Country of Massina;;;;;;;;;;;;;;;;;;;;x,,
release_country_MAS_desc;We hold provinces that Massina has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MAT_title;Release Country of Matabele;;;;;;;;;;;;;;;;;;;;x,,
release_country_MAT_desc;We hold provinces that Matabele has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MLI_title;Release Country of Mali;;;;;;;;;;;;;;;;;;;;x,,
release_country_MLI_desc;We hold provinces that Mali has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MLW_title;Release Country of Malawi;;;;;;;;;;;;;;;;;;;;x,,
release_country_MLW_desc;We hold provinces that Malawi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MNG_title;Release Country of Mongo;;;;;;;;;;;;;;;;;;;;x,,
release_country_MNG_desc;We hold provinces that Mongo has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MOS_title;Release Country of Mossi;;;;;;;;;;;;;;;;;;;;x,,
release_country_MOS_desc;We hold provinces that Mossi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MOZ_title;Release Country of Mozambique;;;;;;;;;;;;;;;;;;;;x,,
release_country_MOZ_desc;We hold provinces that Mozambique has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_NGR_title;Release Country of Nigeria;;;;;;;;;;;;;;;;;;;;x,,
release_country_NGR_desc;We hold provinces that Nigeria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_NIG_title;Release Country of Niger;;;;;;;;;;;;;;;;;;;;x,,
release_country_NIG_desc;We hold provinces that Niger has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_OYO_title;Release Country of Oyo;;;;;;;;;;;;;;;;;;;;x,,
release_country_OYO_desc;We hold provinces that Oyo has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_RWA_title;Release Country of Ruanda;;;;;;;;;;;;;;;;;;;;x,,
release_country_RWA_desc;We hold provinces that Ruanda has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SEG_title;Release Country of Segu;;;;;;;;;;;;;;;;;;;;x,,
release_country_SEG_desc;We hold provinces that Segu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SHO_title;Release Country of Shona;;;;;;;;;;;;;;;;;;;;x,,
release_country_SHO_desc;We hold provinces that Shona has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SHW_title;Release Country of Shewa;;;;;;;;;;;;;;;;;;;;x,,
release_country_SHW_desc;We hold provinces that Shewa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SID_title;Release Country of Sidama;;;;;;;;;;;;;;;;;;;;x,,
release_country_SID_desc;We hold provinces that Sidama has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SLE_title;Release Country of Sierra Leone;;;;;;;;;;;;;;;;;;;;x,,
release_country_SLE_desc;We hold provinces that Sierra Leone has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SNG_title;Release Country of Senegal;;;;;;;;;;;;;;;;;;;;x,,
release_country_SNG_desc;We hold provinces that Senegal has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SOM_title;Release Country of Somalia;;;;;;;;;;;;;;;;;;;;x,,
release_country_SOM_desc;We hold provinces that Somalia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SUA_title;Release Country of Suazi;;;;;;;;;;;;;;;;;;;;x,,
release_country_SUA_desc;We hold provinces that Suazi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SUD_title;Release Country of Sudan;;;;;;;;;;;;;;;;;;;;x,,
release_country_SUD_desc;We hold provinces that Sudan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_TIG_title;Release Country of Tigray;;;;;;;;;;;;;;;;;;;;x,,
release_country_TIG_desc;We hold provinces that Tigray has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_TNZ_title;Release Country of Tanzania;;;;;;;;;;;;;;;;;;;;x,,
release_country_TNZ_desc;We hold provinces that Tanzania has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ofG_title;Release Country of ofgo;;;;;;;;;;;;;;;;;;;;x,,
release_country_ofG_desc;We hold provinces that ofgo has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ofO_title;Release Country of oforo;;;;;;;;;;;;;;;;;;;;x,,
release_country_ofO_desc;We hold provinces that oforo has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ofU_title;Release Country of Tukulor;;;;;;;;;;;;;;;;;;;;x,,
release_country_ofU_desc;We hold provinces that Tukulor has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_TRZ_title;Release Country of Trarza;;;;;;;;;;;;;;;;;;;;x,,
release_country_TRZ_desc;We hold provinces that Trarza has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_TSW_title;Release Country of Botswana;;;;;;;;;;;;;;;;;;;;x,,
release_country_TSW_desc;We hold provinces that Botswana has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_WAD_title;Release Country of Wadai;;;;;;;;;;;;;;;;;;;;x,,
release_country_WAD_desc;We hold provinces that Wadai has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_WRI_title;Release Country of Warri;;;;;;;;;;;;;;;;;;;;x,,
release_country_WRI_desc;We hold provinces that Warri has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_WOL_title;Release Country of Wolof;;;;;;;;;;;;;;;;;;;;x,,
release_country_WOL_desc;We hold provinces that Wolof has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_XHO_title;Release Country of Xhosa;;;;;;;;;;;;;;;;;;;;x,,
release_country_XHO_desc;We hold provinces that Xhosa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_ZAM_title;Release Country of Zambia;;;;;;;;;;;;;;;;;;;;x,,
release_country_ZAM_desc;We hold provinces that Zambia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_DJA_title;Release Country of Jambi;;;;;;;;;;;;;;;;;;;;x,,
release_country_DJA_desc;We hold provinces that Jambi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_FJN_title;Release Country of Fujian;;;;;;;;;;;;;;;;;;;;x,,
release_country_FJN_desc;We hold provinces that Fujian has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GMJ_title;Release Country of Guominjun;;;;;;;;;;;;;;;;;;;;x,,
release_country_GMJ_desc;We hold provinces that Guominjun has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_GNG_title;Release Country of Guangdong;;;;;;;;;;;;;;;;;;;;x,,
release_country_GNG_desc;We hold provinces that Guangdong has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_HNN_title;Release Country of Hunan;;;;;;;;;;;;;;;;;;;;x,,
release_country_HNN_desc;We hold provinces that Hunan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_HUI_title;Release Country of Anhui;;;;;;;;;;;;;;;;;;;;x,,
release_country_HUI_desc;We hold provinces that Anhui has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_INO_title;Release Country of Indonesia;;;;;;;;;;;;;;;;;;;;x,,
release_country_INO_desc;We hold provinces that Indonesia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KCH_title;Release Country of Kachin;;;;;;;;;;;;;;;;;;;;x,,
release_country_KCH_desc;We hold provinces that Kachin has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KLM_title;Release Country of Kalimantan;;;;;;;;;;;;;;;;;;;;x,,
release_country_KLM_desc;We hold provinces that Kalimantan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KMT_title;Release Country of Nationalist China;;;;;;;;;;;;;;;;;;;;x,,
release_country_KMT_desc;We hold provinces that Nationalist China has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_KTI_title;Release Country of Kutai;;;;;;;;;;;;;;;;;;;;x,,
release_country_KTI_desc;We hold provinces that Kutai has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LAN_title;Release Country of Lanfang;;;;;;;;;;;;;;;;;;;;x,,
release_country_LAN_desc;We hold provinces that Lanfang has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_LXA_title;Release Country of Lan Xang;;;;;;;;;;;;;;;;;;;;x,,
release_country_LXA_desc;We hold provinces that Lan Xang has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MAL_title;Release Country of Maluku;;;;;;;;;;;;;;;;;;;;x,,
release_country_MAL_desc;We hold provinces that Maluku has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_MLY_title;Release Country of Malaya;;;;;;;;;;;;;;;;;;;;x,,
release_country_MLY_desc;We hold provinces that Malaya has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SHA_title;Release Country of Shan;;;;;;;;;;;;;;;;;;;;x,,
release_country_SHA_desc;We hold provinces that Shan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SLW_title;Release Country of Sulawesi;;;;;;;;;;;;;;;;;;;;x,,
release_country_SLW_desc;We hold provinces that Sulawesi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SAK_title;Release Country of Siak;;;;;;;;;;;;;;;;;;;;x,,
release_country_SAK_desc;We hold provinces that Siak has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
release_country_SUL_title;Release Country of Sulu;;;;;;;;;;;;;;;;;;;;x,,
release_country_SUL_desc;We hold provinces that Sulu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
