PROV718;Minsk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV719;Bialystock;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV720;Turin;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV721;Aosta;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV722;Novara;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV723;Alessandria;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV724;Genoa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV725;Savona;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV726;Milan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV727;Bergamo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV728;Brescia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV729;Venice;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV730;Verona;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV731;Padua;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV732;Treviso;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV733;Udine;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV734;Trent;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV735;Bozen;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV736;Trieste;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV737;Gorizia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV738;Parma;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV739;Modena;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV740;Massa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV741;Bologna;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV742;Ferrara;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV743;Ravenna;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV744;Florence;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV746;Lucca;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV747;Siena;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV748;Grosetto;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV749;Rome;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV750;Viterbo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV751;Perugia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV752;Ancona;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV753;Aquila;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV754;Nàpols;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV755;Salerno;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV756;Bari;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV757;Foggia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV758;Brindisi;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV759;Reggio di Calabria;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV760;Catanzaro;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV761;Potenza;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV762;Palermo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV763;Messina;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV764;Catania;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV765;Càller;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV766;Sàsser;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV767;Maribor;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV768;Ljubljana;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV769;Postojna;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV770;Pola;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV771;Zagreb;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV772;Sisak;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV773;Karlovac;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV774;Senj;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV775;Varazdin;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV776;Bjelovar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV777;Pozega;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV778;Fiume;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV779;Osijek;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV780;Split;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV781;Zadar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV782;Dubrovnik;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV783;Sarajevo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV784;Bihac;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV785;Banja Luka;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV786;Tuzla;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV787;Foca;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV788;Mostar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV789;Livno;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV790;Kitwe;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV791;Mitrovica;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV792;Pancevo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV793;Vukovar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV794;Belgrade;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV795;Bor;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV796;Kragujevac;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV797;Uzice;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV798;Nis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV799;Leskovac;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV800;Ulcinj;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV801;Tahiti;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV802;Pristina;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV803;Prizren;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV804;Novi Pazar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV805;Salonika;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV806;Skopje;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV807;Bitola;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV808;Petrich;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV809;Sofia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV810;Vidin;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV811;Ruse;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV812;Pleven;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV813;Shumen;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV814;Varna;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV815;Plovdiv;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV816;Stara Zagora;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV817;Burgas;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV818;Silistre;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV819;Florina;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV820;Grevena;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV821;Edessa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV822;Polygyros;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV823;Kavala;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV824;Janina;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV825;Arta;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV826;Corfu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV827;Zante;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV828;Edirne;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV829;Xanthe;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV830;Dedeagatch;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV831;Larisa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV832;Volos;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV833;Trikkala;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV834;Athens;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV835;Amfissa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV836;Lamia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV837;Missolonghi;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV838;Khalkis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV839;Nafplion;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV840;Corinth;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV841;Kalamata;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV842;Patras;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV843;Chios;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV844;Myteline;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV845;Cyclades;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV846;Dodecanese;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV847;Chania;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV848;Iraklion;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV849;Tirana;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV850;Shkoder;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV851;Durres;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV852;Vlorë;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV853;Gjirokaster;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV854;Malta;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV855;Nicosia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV856;Limassol;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV857;Famagusta;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV858;Kirklareli;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV859;Gallipoli;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV860;Konstantiniyye;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV861;Uskudar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV862;Izmit;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV863;Bursa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV864;Balikesir;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV865;Canakkale;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV866;Afyon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV867;Kutahya;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV868;Eskishehir;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV869;Izmir;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV870;Manisa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV871;Denizli;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV872;Mugla;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV873;Konya;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV874;Burdur;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV875;Antalya;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV876;Ankara;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV877;Amasya;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV878;Kayseri;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV879;Sivas;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV880;Kastamonu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV881;Bolu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV882;Trabzon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV883;Sinop;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV884;Giresun;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV885;Kars;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV886;Ardahan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV887;Erzurum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV888;Erzincan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV889;Malatya;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV890;Van;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV891;Bitlis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV892;Hakkari;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV893;Diyarbakir;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV894;Adana;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV895;Mersin;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV896;Marash;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV897;Aleppo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV898;Antep;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV899;Urfa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV900;Antioch;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV901;Dayr al-Zour;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV902;Damascus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV903;Homs;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV904;Hama;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV905;Latakia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV906;Suwayda;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV907;Palmyra;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV908;Amman;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV909;Jerash;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV910;Ruwayshid;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV912;Baalbeck;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV913;Beirut;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV914;Askaleh;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV915;Sidon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV916;Acre;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV917;Jerusalem;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV918;Nablus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV919;Jaffa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV920;Gaza;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV921;Beersheba;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV922;Aqaba;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV923;Mosul;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV924;Arbil;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV925;Kirkuk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV926;Baghdad;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV927;Samarra;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV928;Mendeli;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV929;Karbala;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV930;Kut;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV931;Rutbah;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV932;Basra;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV933;Nasiriyya;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV934;Najaf;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV935;Kuwait;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV936;Grodno;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV937;Brest-Litovsk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV938;Lida;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV939;Baranovichi;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV940;Pinsk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV941;Slutsk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV942;Mozyr;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV943;Smolensk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV944;Orsha;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV945;Vitebsk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV946;Polotsk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV947;Pastavy;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV948;Mogilev;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV949;Gomel;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV950;Huszt;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV951;Stryi;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV952;Ternopil;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV953;Stanislavov;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV954;Vinnitsa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV955;Proskorov;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV956;Rovne;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV957;Kovel;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV958;Kiev;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV959;Korosten;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV960;Zhitomir;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV961;Cherkassy;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV962;Chernigov;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV963;Poltava;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV964;Aqmescit;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV965;Akhtiar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV966;Keriç;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV967;Aqyar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV968;Yedisan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV969;Orlik;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV970;Inhul;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV971;Saxagan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV972;Özü-cale;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV973;Kyzyl-Yar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV974;Babka;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV975;Besterek;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV976;Kalmius;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV977;Kursk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV978;Lopan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV979;Kyzyl-Kut;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV980;Danu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV981;Archangel;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV982;Petsamo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV983;Kandalaksha;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV984;Kostomushka;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV985;Mezen;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV986;Naryn Mar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV987;Ust Sysolsk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV988;Povyents;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV989;Vologda;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV990;Kotlas;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV991;Uglich;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV992;Belozersk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV993;Vyterga;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV994;Nyenschantz;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV995;Petrozavorsk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV996;Luga;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV997;Gdov;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV998;Tver;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV999;Rzhev;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1000;Staritsa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1001;Yaroslavl;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1002;Manzhouli;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1003;Novgorod;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1004;Tikhvin;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1005;Borovichi;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1006;Pskov;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1007;Velikiye Luki;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1008;Moscow;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1009;Borodino;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1010;Kaluga;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1011;Tula;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1012;Ryazan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1013;Vladimir;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1014;Vyazma;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1015;Peremyshl;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1016;Bryansk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1017;Orel;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1018;Belgorod;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1019;Voronets;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1020;Nizhni Novgorod;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1021;Penza;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1022;Ivanovo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1023;Kostorma;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1024;Galich;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1025;Tambov;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1026;Perm;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1027;Vetluga;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1028;Vyatkha;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1029;Glasov;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1030;Kazan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1031;Sarapul;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1032;Cistaj;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1033;Simbirsk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1034;Samara;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1035;Cinghylëy;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1036;Xacitarxan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1037;Ukek;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1038;Janaozen;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1039;Sary Su;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1040;Sok;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1041;Elst;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1042;Ufa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1043;Busuluk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1044;Orynbor;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1045;Meskeçi;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1046;Cir;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1047;Azak;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1048;Qoban;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1049;Suzako;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1050;Jarymaj Sehere;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1051;Adygei;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1052;Kumukh;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1053;Gunib;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1054;Dzaudzhikau;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1055;Sölza-Gala;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1056;Beshtau;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1057;Kizylyar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1058;Miass;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1059;Iset;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1060;Jamanqala;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1061;Tyumen;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1062;Khanty;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1063;Chuldum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1064;Yadegar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1065;Taz;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1066;Qashliq;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1067;Barnaul;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1068;Ulala;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1069;Yilehuli;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1070;Chuvash;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1072;Nivkh;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1073;Yevensk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1074;Dembei;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1075;Buryat;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1076;Tofalar;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1077;Kyzyl;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1078;Chita;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1079;Ust-Urda;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1080;Toron;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1081;Yakesa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1082;Haishenwai;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1083;Boli;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1084;Utchan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1085;Ulusamudan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1086;Pogobi;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1087;Ootomari;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1088;Shumshu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1089;Etorofu;;;;;;;;;;;;;;;;;;;;;;;;;;;
