clinical_thermometers_and_binaural_stethoscopes;Clinical Thermometers & Binaural Stethoscopes;;;;;;;;;;;;;x;
clinical_thermometers_and_binaural_stethoscopes_desc;This new medical equipment simplified the work of doctors and improved the effect of their work considerably.;;;;;;;;;;;;;x;
clipper_shipyard_construction;Clipper Shipyard Construction;;;;;;;;;;;;;x;
clipper_shipyard_construction_desc;Building huge ships such as the Man-o’-War is no easy task, thus we need to first design a shipyard of the appropriate size to begin construction.;;;;;;;;;;;;;x;
clipper_shipyards;Clipper Shipyards;;;;;;;;;;;;;x;
clipper_shipyards_desc;Description goes here.;;;;;;;;;;;;;x;
coal_powered_fishing_trawlers;Coal Powered Fishing Trawlers;;;;;;;;;;;;;x;
coal_powered_fishing_trawlers_desc;Description goes here.;;;;;;;;;;;;;x;
coke;Coke;;;;;;;;;;;;;x;
coke_desc;Coke was coal that had been enriched by a special process. By treating the coal more energy could be turned into power and it could also clean iron and other metals more effectively.;;;;;;;;;;;;;x;
collectivism;Collectivism;;;;;;;;;;;;;x;
collectivism_desc;Collectivism is a political theory that the people should own all the means of production.;;;;;;;;;;;;;x;
colonial_negotiations;Colonial Negotiations;;;;;;;;;;;;;x;
colonial_negotiations_desc;‘Whatever happens, we have got \nThe Maxim gun, and they have not’\n\n Machine Guns allowed armies to devastate forces using massed charge tactics, an ability that was especially useful when it came to defeating ‘uncivilised’ nations who objected to being colonised.;;;;;;;;;;;;;x;
color_motion_picture;Colour Motion Pictures;;;;;;;;;;;;;x;
color_motion_picture_desc;After the advent of motion pictures, a tremendous amount of energy was invested in the production of photography in natural colour. Early movies were not actually colour movies, since they were shot monochrome and hand-coloured or machine-coloured afterwards. In 1902, Edward Raymond Turner produced first films with natural colour process rather than using colorization techniques. In 1908, Kinemacolor was introduced. In the same year, A Visit to the Seaside, a short film became the first natural colour movie to be publicly presented. In 1917 Technicolor was introduced.;;;;;;;;;;;;;x;
combat_loss_evaluation_schemata;Combat Loss Evaluation Schemata;;;;;;;;;;;;;x;
combat_loss_evaluation_schemata_desc;By counting losses on both sides and turn the figures into a matrix it was possible to estimate losses in an upcoming combat in advance.;;;;;;;;;;;;;x;
combat_medicine;Combat Medicine;;;;;;;;;;;;;x;
combat_medicine_desc;At this point the armies and navies of the world had acknowledged the need not only for a medical corps within their organizations, but also that the illness’ and wounds delivered in combat and frontline duty needed specialization.;;;;;;;;;;;;;x;
combat_station_training;Combat Station Training;;;;;;;;;;;;;x;
combat_station_training_desc;As war at sea became more and more mechanised combat station training became more important. Often this training was done under realistic conditions where two squadrons fought an imaginary sea battle.;;;;;;;;;;;;;x;
combine_harvesters;Combine Harvesters;;;;;;;;;;;;;x;
combine_harvesters_desc;The Combine Harvester, or simply Combine, is a versatile machine designed to efficiently harvest a variety of grain crops. The name derives from its combining three separate harvesting operations—reaping, threshing, and winnowing—into a single process. With the use of a steam engine in a combine harvester, the potential harvest of a single worker increases dramatically.;;;;;;;;;;;;;x;
combined_arms_planning;Combined Arms Planning;;;;;;;;;;;;;x;
combined_arms_planning_desc;In the aftermath of the First World War, the major powers put an increasing emphasis on what came to be known as combined operations. This represented the utilization of land, sea, and air forces together to achieve a single strategic objective. Often revolving around amphibious operations, combined operations often fit within larger naval strategic objectives, including the destruction of enemy naval assets and the securing of sea-lanes. No longer could navies operate in isolation from the other branches of the military, and the development of new tactics was required to integrate naval warfare into the larger strategic perspective.;;;;;;;;;;;;;x;
commerce_raiders;Commerce Raiders;;;;;;;;;;;;;x;
commerce_raiders_desc;Commerce Raiders are usually commercial vessels re-equipped with guns and sometimes torpedoes that can out-run most military vessels and aim to disrupt enemy commercial shipping lanes.;;;;;;;;;;;;;x;
commercial_railroads;Commercial Railroads;;;;;;;;;;;;;x;
commercial_railroads_desc;Advances in railway technology, such as the Pullman Sleeping Car, allowed for railroads to take on a large share of passenger transport.;;;;;;;;;;;;;x;
compressed_oxygen_torpedo;Compressed Oxygen Torpedo;;;;;;;;;;;;;x;
compressed_oxygen_torpedo_desc;Description goes here.;;;;;;;;;;;;;x;
constitutionalism;Constitutionalism;;;;;;;;;;;;;x;
constitutionalism_desc;Constitutionalism is a constitutional system of government, usually with a written constitution. It advocates that all actions taken by the government must be in accordance with constitutional principles.;;;;;;;;;;;;;x;
continuous_issuing_of_orders;Continuous Issuing of Orders;;;;;;;;;;;;;x;
continuous_issuing_of_orders_desc;By using a staff system even at low echelon units, it enabled the leader to give orders continuously and accurate.;;;;;;;;;;;;;x;
converted_hulk_carriers;Converted-Hulk Carriers;;;;;;;;;;;;;x;
converted_hulk_carriers_desc;Description goes here.;;;;;;;;;;;;;x;
conveyor_belt;Conveyor Belt;;;;;;;;;;;;;x;
conveyor_belt_desc;Description goes here.;;;;;;;;;;;;;x;
convoy_sailing;Convoy Sailing;;;;;;;;;;;;;x;
convoy_sailing_desc;Description goes here.;;;;;;;;;;;;;x;
copper_pits;Copper Pits;;;;;;;;;;;;;x;
copper_pits_desc;Description goes here.;;;;;;;;;;;;;x;
cordite;Cordite;;;;;;;;;;;;;x;
cordite_desc;Description goes here.;;;;;;;;;;;;;x;
corvettes;Corvettes;;;;;;;;;;;;;x;
corvettes_desc;Description goes here.;;;;;;;;;;;;;x;
cotton_gin;Cotton Gin;;;;;;;;;;;;;x;
cotton_gin_desc;The Cotton Gin is a machine for cleaning cotton of its seeds. The device pulls the cotton through a set of wire teeth mounted on a revolving cylinder, the fibre passing through narrow slots in an iron breastwork too small to permit passage of the seed. The simplicity of the invention—which could be powered by man, animal, or water—caused it to be widely copied despite patents. The cotton gin increased productivity of removing seed from cotton by a factor of 50. While it took a single slave about ten hours to separate a single pound of fibre from the seeds, a team of two or three slaves using a cotton gin could produce around fifty pounds of cotton in just one day.;;;;;;;;;;;;;x;
counter_battery_fire;Counter-Battery Fire;;;;;;;;;;;;;x;
counter_battery_fire_desc;Counter-battery fire is a battlefield military activity to defeat the enemy’s indirect fire elements, including their target acquisition, command and control components. Counter-battery arrangements and responsibilities vary between nations but involve target acquisition, planning and control, and counter-fire.;;;;;;;;;;;;;x;
cracking;Cracking;;;;;;;;;;;;;x;
cracking_desc;This chemical process involved separating oil into different layers of different energy levels. One of these layers held gasoline which proved a superb fuel for combustion engines.;;;;;;;;;;;;;x;
cruiser_gun_casemates;Cruiser Gun Casemates;;;;;;;;;;;;;x;
cruiser_gun_casemates_desc;Description goes here.;;;;;;;;;;;;;x;
crystal_radio;Crystal Radio;;;;;;;;;;;;;x;
crystal_radio_desc;A crystal radio receiver, also called a crystal set or cat’s whisker receiver, is a very simple radio receiver, popular in the early days of radio. It needs no battery or power source and runs on the power received from radio waves by a long wire antenna. It gets its name from its most important component, known as a crystal detector, originally made with a piece of crystalline mineral such as galena.;;;;;;;;;;;;;x;
cuirassier_activation;Cuirassiers;;;;;;;;;;;;;x;
cuirassier_activation_desc;Cuirassiers were mounted cavalry soldiers equipped with armour and firearms, first appearing in late 15th-century Europe. The first cuirassiers were produced as a result of armoured cavalry, such as the man-at-arms and demi-lancer, discarding their lances and adopting the use of pistols as their primary weapon. They achieved increased prominence during the Napoleonic Wars and were last fielded in the opening stages of World War I. Cuirassiers continue to be employed as ceremonial troops by a number of countries.;;;;;;;;;;;;;x;
curriculum;Curriculum;;;;;;;;;;;;;x;
curriculum_desc;Prior to now, schools across the country had wildly different standards for what was taught. They tended to focus more on topics of local importance, and where one came from determined not only their education level but also their breadth of knowledge. The introduction of a standard curriculum across all national schools has helped bring everyone up to the same level.;;;;;;;;;;;;;x;
cyanide_milling;Cyanide Milling;;;;;;;;;;;;;x;
cyanide_milling_desc;The cyanide process (also known as the MacArthur–Forrest process) is a hydrometallurgical technique for extracting gold from low-grade ore by converting the gold to a water-soluble coordination complex.;;;;;;;;;;;;;x;
daimlers_automobile;Daimler’s Automobile;;;;;;;;;;;;;x;
daimlers_automobile_desc;This was the first commercial automobile. It was reliable, but slow, and it took a decade before they became usual even among high class people.;;;;;;;;;;;;;x;
darwinism;Darwinism;;;;;;;;;;;;;x;
darwinism_desc;Darwinism is a theory that says that natural selection operates on variations in older species to produce offspring that can be called new species, and that this explains the appearance of all species.;;;;;;;;;;;;;x;
david_hume;David Hume;;;;;;;;;;;;;x;
david_hume_desc;Description goes here.;;;;;;;;;;;;;x;
david_ricardo;David Ricardo;;;;;;;;;;;;;x;
david_ricardo_desc;David Ricardo was an English political economist who followed the theories of Adam Smith. He wrote his most important work in 1817, titled ‘Principles of Political Economy and Taxation’. A great promoter of free trade, his major contribution to classical economics was his Law of Comparative Advantage, where he argued that mutual advantage in trade was always possible if each country concentrated on its resource advantages.;;;;;;;;;;;;;x;
ddt;DDT;;;;;;;;;;;;;x;
ddt_desc;Description goes here.;;;;;;;;;;;;;x;
decimal_monetary_system;Decimal Monetary System;;;;;;;;;;;;;x;
decimal_monetary_system_desc;By abolishing non-standardized and strange divisions of the currency, like guineas and shillings etc and only having a decimal system like for example the system in the United States. The everyday usage of money was simplified.;;;;;;;;;;;;;x;
decisive_firepower_doctrine;Decisive Firepower Doctrine;;;;;;;;;;;;;x;
decisive_firepower_doctrine_desc;With the advent of the modern all-big-gun battleship, not surprisingly many admirals focussed on the importance of concentrating as many such battleships together in a single main fleet as possible, with the objective of seeking out the enemy’s main fleet and engaging them in a single decisive battle. In this view, the vital point of battle was to have the most and largest main armament, in order to batter the opposition into submission.;;;;;;;;;;;;;x;
declaration_of_the_rights_of_man;Declaration of the Rights of Man;;;;;;;;;;;;;x;
declaration_of_the_rights_of_man_desc;‘The Declaration of the Rights of Man and of the Citizen’, a fundamental document of the French Revolution, defined the individual and collective rights of all the estates of the realm as universal.;;;;;;;;;;;;;x;
deep_mining;Deep Coal Mining;;;;;;;;;;;;;x;
deep_mining_desc;Deep mining means the extraction of coal through underground mining methods, including gaining access to the coal deposits by means of vertical or inclined shafts, by drift mining from the coal outcrop, or by other means that do not involve the stripping away of overburden to expose the deposit.;;;;;;;;;;;;;x;
deep_shaft_mining;Deep Shaft Mining;;;;;;;;;;;;;x;
deep_shaft_mining_desc;Description goes here.;;;;;;;;;;;;;x;
defamation_of_women;Defamation of Women;;;;;;;;;;;;;x;
defamation_of_women_desc;Description goes here.;;;;;;;;;;;;;x;
defensive_attitude;Defensive Attitude;;;;;;;;;;;;;x;
defensive_attitude_desc;This meant having a High Sea Navy as a fleet-in-being and only fighting the ultimate battle as a last resort or as a great opportunity.;;;;;;;;;;;;;x;
delegated_power;Delegated Naval Power;;;;;;;;;;;;;x;
delegated_power_desc;This meant that an officer could temporarily delegate authority to one or more of his subordinates when come to clearly defined areas of responsibilities. This meant that he did not have to control everything himself at all times and that he could focus on the important questions.;;;;;;;;;;;;;x;
denis_diderot;Denis Diderot;;;;;;;;;;;;;x;
denis_diderot_desc;Description goes here.;;;;;;;;;;;;;x;
destroyers;Destroyers;;;;;;;;;;;;;x;
destroyers_desc;Destroyers are built mainly to combat the increasing threat from torpedo boats. They are equipped with several small-calibre gun turrets that can lay a barrage of shells in front of the small craft.;;;;;;;;;;;;;x;
destroyers_desc;Description goes here.;;;;;;;;;;;;;x;
determinism;Determinism;;;;;;;;;;;;;x;
determinism_desc;Determinism is a philosophical doctrine holding that all events are inevitable consequences of sufficient causes. This is often understood as denying the possibility of free will.;;;;;;;;;;;;;x;
diode;Diode;;;;;;;;;;;;;x;
diode_desc;In electronics, a diode is a two-terminal electronic component with asymmetric transfer characteristic, with low resistance to current flow in one direction, and high resistance in the other. Diodes were the first semiconductor electronic devices.;;;;;;;;;;;;;x;
direct_current;Direct Current;;;;;;;;;;;;;x;
direct_current_desc;The first common way to transmit electricity was direct current or DC, where the electrons flow in only one direction. Batteries produce direct current and it is commonly used in applications requiring low voltages. High voltage direct current is used to transmit power to long distances, especially when using underwater cables and to run trains. Thomas Alva Edison sponsored direct current but lost the battle of standards to Nikola Tesla and his alternating current.;;;;;;;;;;;;;x;
distribution_channels;Distribution Channels;;;;;;;;;;;;;x;
distribution_channels_desc;As the line for resource to finished value-added product became longer from specialization channels of distribution opened as some companies specialized in distribution to shops. This made the supply side more effective.;;;;;;;;;;;;;x;
dmitri_mendeleev;Dmitri Mendeleev;;;;;;;;;;;;;x;
dmitri_mendeleev_desc;Dmitri Mendeleev was a Russian chemist and inventory. He is credited as being the creator of the first version of the periodic table of elements. Using the table, he predicted the properties of elements yet to be discovered.;;;;;;;;;;;;;x;
dobby_loom;Dobby Loom;;;;;;;;;;;;;x;
dobby_loom_desc;A Dobby loom is a type of floor loom that controls all the warp threads using a device called a dobby. The main advantage of dobby looms is that more intricate designs can be produced. Dobby looms can be operated by wooden lags with pegs, which rotate around a roller above the loom. The pegs in the lags correspond to the lifting plan, which controls which harnesses are lifted. Punched paper pattern cards can also be used.;;;;;;;;;;;;;x;
dogma_of_mass_action;Dogma of Mass Action;;;;;;;;;;;;;x;
dogma_of_mass_action_desc;At certain point a line of thought that developed from general radicalism was the dogma of mass action, which meant that only by means of mass actions as rallying and strikes could the consciousness level of the worker be raised adequately for him to understand what to be good for him.;;;;;;;;;;;;;x;
dogma_of_violence;Dogma of Violence;;;;;;;;;;;;;x;
dogma_of_violence_desc;At certain point a line of thought that developed from general radicalism was the dogma of violence, which meant that only by the forced means of violence could the old society be removed and the new one created.;;;;;;;;;;;;;x;
double_seams;Double Seams;;;;;;;;;;;;;x;
double_seams_desc;Description goes here.;;;;;;;;;;;;;x;
double_standard;Gold & Silver Standard;;;;;;;;;;;;;x;
double_standard_desc;This meant a currency system where both gold and silver ran as parallel monetary units. It ensured the state always to be able to produce cheap money, but the difference in price changes between the currencies could have grave effect for the individual citizen.;;;;;;;;;;;;;x;
dragoon_activation;Dragoons;;;;;;;;;;;;;x;
dragoon_activation_desc;The word dragoon originally meant mounted infantry, who were trained in horse riding as well as infantry fighting skills. However, usage altered over time and during the 18th century, dragoons evolved into conventional light cavalry units and personnel. Dragoon regiments were established in most European armies during the late 17th and early 18th centuries. During the Napoleonic Wars, dragoons generally assumed a cavalry role, though remaining a lighter class of mounted troops than the armoured cuirassiers.;;;;;;;;;;;;;x;
dreadnoughts;Dreadnoughts;;;;;;;;;;;;;x;
dreadnoughts_desc;Dreadnoughts are the top-notch combat ship at the turn of the century. Equipped with several high-calibre guns, they can take quite some damage and still deal a crippling blow to the enemy fleet.;;;;;;;;;;;;;x;
drying_techniques;Drying Techniques;;;;;;;;;;;;;x;
drying_techniques_desc;By drying food their durability increased tenfold and food as a commodity became easier to sell.;;;;;;;;;;;;;x;
dynamite;Dynamite;;;;;;;;;;;;;x;
dynamite_desc;Dynamite is an explosive made of nitroglycerin, sorbents (such as powdered shells or clay) and stabilizers. It was invented by the Swedish chemist and engineer Alfred Nobel in Geesthacht, and patented in 1867. It rapidly gained wide-scale use as a more powerful alternative to black powder.;;;;;;;;;;;;;x;
early_archaeology;Early Archaeology;;;;;;;;;;;;;x;
early_archaeology_desc;Archaeology is the study of the activity of ancient civilizations, primarily through the recovery and analysis of the objects and records left behind, including artefacts, architecture, biofacts and cultural landscapes. Organized study of human antiquity dates back to the days of the Renaissance, but in the 19th century archaeology evolved into a true science. Archaeologists began to investigate various ruins around the world, with the study of ancient Aegean civilization being stimulated by the excavations of Heinrich Schliemann at Troy and of Arthur Evans at Crete, while John Lloyd Stephens was a pivotal figure in the rediscovery of the Maya civilization throughout Central America. However, the methodologies employed by these early archaeologists were problematic by the standards of the 20th century.;;;;;;;;;;;;;x;
early_interwar_bombers;Early Interwar Bombers;;;;;;;;;;;;;x;
early_interwar_bombers_desc;Beginning with the first pilot to drop a grenade on his enemy, the use of aircraft to deliver munitions to the enemy was acknowledged to be of great tactical and strategic value. To enhance and expand this ability, dedicated bomber aircraft were developed.;;;;;;;;;;;;;x;
early_interwar_fighters;Early Interwar Fighters;;;;;;;;;;;;;x;
early_interwar_fighters_desc;The concept of denying the enemy access to the air above one’s army was discovered early in the budding air war. Aircraft whose sole role was to engage and eliminate enemy aircraft found their use well before their bomber cousins.;;;;;;;;;;;;;x;
early_modern_oil_ship;Early Modern Oil Ships;;;;;;;;;;;;;x;
early_modern_oil_ship_desc;New advances in mobile refuelling soon gave way to new advances in naval supply production.;;;;;;;;;;;;;x;
ec_tolman;Edward C. Tolman;;;;;;;;;;;;;x;
ec_tolman_desc;Edward C. Tolman was another prominent American psychologist in the field of behaviourism. Tolman performed maze experiments to demonstrate latent learning in animals. He showed that a rat could run the maze on the first try, if it was previously allowed to explore the maze while not hungry. Tolman evinced that the subject learned useful stimulus information about the world without reference to a reinforcing stimulus. The ability to run the maze correctly on trial one demonstrated flexibility in the use of the learned information. Tolman’s stimulus–stimulus learning was opposed by the stimulus–response orthodoxy of Skinner.;;;;;;;;;;;;;x;
edison_light_bulb;Edison’s Light Bulb;;;;;;;;;;;;;x;
edison_light_bulb_desc;The introduction of the light bulb meant that predefined areas like small rooms or big factory floors could be enlightened. This meant that people were no longer limited by sunrise and sunset.;;;;;;;;;;;;;x;
eduard_bernstein;Eduard Bernstein;;;;;;;;;;;;;x;
eduard_bernstein_desc;Eduard Bernstein was originally a staunch disciple of Marx and started his life in the German Social-democratic Party, but during his later exile in London Bernstein gradually became convinced that the best way to obtain socialism in an industrialized country was through trade union activity and parliamentary politics. He published a series of articles where he argued that the predictions made by Karl Marx about the development of capitalism had not come true. He pointed out that the real wages of workers had risen and the polarization of classes between an oppressed proletariat and capitalist, had not materialized. Nor had capital become concentrated in fewer hands. Bernstein’s revisionist views appeared in his extremely influential book ‘Evolutionary Socialism’ (1899).;;;;;;;;;;;;;x;
edward_titchener;Edward Titchener;;;;;;;;;;;;;x;
edward_titchener_desc;Edward Titchener was an English psychologist who studied under Wundt at Leipzig. Titchener headed the psychology department at Cornell University and founded the Structuralist school, which relied heavily on introspection to perform analysis on the structure of the mind. His attempts to break down experiences into four basic elements was discredited because it was possible for different subjects to identify different elements from the same experiences.;;;;;;;;;;;;;x;
egalitarianism;Egalitarianism;;;;;;;;;;;;;x;
egalitarianism_desc;Egalitarianism is the doctrine of the equality of mankind and the desirability of political, economic and social equality.;;;;;;;;;;;;;x;
el_thorndike;Edward L. Thorndike;;;;;;;;;;;;;x;
el_thorndike_desc;Edward Lee Thorndike was an American researcher who also conducted experiments in animal learning. He was known for his puzzle-box procedure, in which a hungry cat was placed inside a small cage and observed to see how long it took the cat to learn to pull the lever and escape, where food was waiting. He observed that after 20-30 trials, the cats had become efficient at escaping almost instantaneously. Thorndike formulated the law of effect, stating that responses producing a positive effect became more likely to occur again, and those producing discomfort were less likely to occur again. These observations were later transformed by B.F. Skinner into the concept of operant conditioning in psychology.;;;;;;;;;;;;;x;
elastic_defense_system;Elastic Defence System;;;;;;;;;;;;;x;
elastic_defense_system_desc;At this points the trenches grow to formidable systems of trenches with two or even three lines of defences bolstered with concrete fortifications and machine gun positions. The scene was as captured from the ‘Inferno’ section of Dante Alighieri’s ‘Divina Comedia’.;;;;;;;;;;;;;x;
electric_machinery;Electric Machinery;;;;;;;;;;;;;x;
electric_machinery_desc;By being able to electrify certain parts of the machinery at an industrial plant more complicated work could be done. This also meant that the production became less labour intensive.;;;;;;;;;;;;;x;
electric_rolling_techniques;Electric Rolling Techniques;;;;;;;;;;;;;x;
electric_rolling_techniques_desc;This was a new technique to turn steel bars into steel plates. The time and labour saved by using the machines instead of a number of smiths with hammers was considerable.;;;;;;;;;;;;;x;
electrical_lighting;Electrical Lighting;;;;;;;;;;;;;x;
electrical_lighting_desc;The introduction of electric lighting meant that predefined areas like small rooms or big factory floors could be enlightened. This meant that people were no longer limited by sunrise and sunset.;;;;;;;;;;;;;x;
electrolytic_refining;Electrolytic Refining;;;;;;;;;;;;;x;
electrolytic_refining_desc;Electrolysis, or electrolytic refining, is a technique used for extraction, as well as purification, of metals obtained by any refining method. In the electro-refining process, a block of impure metal becomes the anode, and a thin sheet of metal becomes the cathode. Both the cathode and anode are dipped in an electrolytic cell containing an aqueous solution of the metal salt. Upon the application of electric current of a suitable voltage, pure metal is deposited at the cathode by the dissolution of impure metal at the anode.;;;;;;;;;;;;;x;
emile_coue;Émile Coué;;;;;;;;;;;;;x;
emile_coue_desc;Émile Coué was a French psychologist and pharmacist who introduced a method of psychotherapy and self-improvement based on optimistic autosuggestion. Coue maintained that curing some of our troubles requires a change in our unconscious thought, which can only be achieved by using our imagination.;;;;;;;;;;;;;x;
emile_dirkheim;Emile Durkheim;;;;;;;;;;;;;x;
emile_dirkheim_desc;David Emile Durkheim was a French sociologist. He formally established the academic discipline and, with Karl Marx and Max Weber, is commonly cited as the principal architect of modern social science.;;;;;;;;;;;;;x;
empirical_combat_efficiency_matrix;Empirical Combat Efficiency Matrix;;;;;;;;;;;;;x;
empirical_combat_efficiency_matrix_desc;By checking certain attributes as morale, how well feed the soldiers were, illnesses and wounds it was possible to check how efficient the unit would fight in the upcoming combat in advance.;;;;;;;;;;;;;x;
empirical_interdiction_reports;Empirical Interdiction Reports;;;;;;;;;;;;;x;
empirical_interdiction_reports_desc;By measuring sea legs and speed of both enemy and friendly ships and earlier behaviour of the enemy. It was possible to optimize where and when to interdict the enemy and also to get realistic forecast of possible enemy interdictions.;;;;;;;;;;;;;x;
enemy_plotting_cards;Enemy Plotting Cards;;;;;;;;;;;;;x;
enemy_plotting_cards_desc;These cards held the full performance and picture of each enemy ship class. This made it easier to know what one was fighting, what its maximum speed was, its main armament etc. This made it much easier to make decisions both on the bridge and out on the combat stations.;;;;;;;;;;;;;x;
establishment;Establishment;;;;;;;;;;;;;x;
establishment_desc;The Establishment is a term used to refer to a visible dominant group or elite which holds power or authority in a nation. The term suggests a closed social group which selects its own members (as opposed to selection by inheritance, merit or election).;;;;;;;;;;;;;x;
eugen_von_bohm_bawerk;Eugen von Böhm-Bawerk;;;;;;;;;;;;;x;
eugen_von_bohm_bawerk_desc;Böhm-Bawerk’s career as a scholar was an intermittent one. The most significant span of scholarly activity was his years at the University of Innsbruck. It was during the 1880s that he first published two of the three volumes of his magnum opus, ‘Capital and Interest’. His later years were dominated by his duties as the Austrian Minister of Finance, a position he held, though not continuously, throughout the 1890s and beyond—and for which he is fittingly honoured by having his likeness on Austria’s one—hundred schillings note. After serving in this capacity and assuming other governmental duties, he returned to teaching in 1904. With a chair at the University of Vienna, he became a colleague of Wieser, successor to the retired Menger. Students who passed through the university during the last decade of Böhm-Bawerk’s career included Joseph Schumpeter and Ludwig von Mises.;;;;;;;;;;;;;x;
eugenics;Eugenics;;;;;;;;;;;;;x;
eugenics_desc;An outgrowth from Darwinist ideas on natural selection and trait theories and from the studies in intelligence measurement, Eugenics was concerned with the mental and physical traits found in society and a response to the weaknesses found. Positive eugenics encouraged family programs, social welfare, and the importance of education in the desirability of breeding to increase the appearance of positive traits. Negative eugenics argued for the need to remove weak traits by removing undesirable elements, leading to sterilization and even extermination of target groups.;;;;;;;;;;;;;x;
existentialism;Existentialism;;;;;;;;;;;;;x;
existentialism_desc;Existentialism has many mothers. In one way it could be interpreted as a radical individualism traced from Kierkegaard and Nietzsche, but it is more. It is also the notion of the given as not really given but only meaningful through the process of interpretation, something that it got from Husserl, and more indirectly from Bretano. However, it was taken further by Heidegger and later Sartre, Beauvoir, and Camus, and became focused on what gives meaning to the person, where the person should be understood as a being that is free to take action and thus create their own meaning rather than the more inflexible, outdated cartesian ideal.;;;;;;;;;;;;;x;
expansionism;Expansionism;;;;;;;;;;;;;x;
expansionism_desc;An expansionist country seeks to expand its territory, influence, or power over a territory, population, or political entity by any means deemed necessary, ultimately by use of armed force. At it threatens peace and stability, neighbouring states and great powers rarely let a country expand by force without responding to the threat.;;;;;;;;;;;;;x;
experimental_carriers;Experimental Carriers;;;;;;;;;;;;;x;
experimental_carriers_desc;Description goes here.;;;;;;;;;;;;;x;
explosives_production;Explosives Production;;;;;;;;;;;;;x;
explosives_production_desc;The Victorian era witnessed tremendous advances in man’s capacity for blowing things up. An era that had started with little more advanced than simple black powder would, at the end of it, have seen the advent of both plastic explosives and nitroglycerin.;;;;;;;;;;;;;x;
expressionist_art;Expressionist Art;;;;;;;;;;;;;x;
expressionist_art_desc;The expressionists rushed to exploit the newly expanded boundaries of expression, and break some of their own. But unlike their predecessors, they did not wish to portray the physical world, but use it as a medium for expressing the emotions, and the soul, within. The most important expressionist group was the German school, which included painters Ernst Ludwig Kirchner, Erich Heckel, Karl Schmidt-Rottluff, Emil Nolde, Max Pechstein, and Otto Müller.;;;;;;;;;;;;;x;
expressionist_literature;Expressionist Literature;;;;;;;;;;;;;x;
expressionist_literature_desc;The expressionists rushed to exploit the newly expanded boundaries of expression, and break some of their own. But unlike their predecessors, they did not wish to portray the physical world, but use it as a medium for expressing the emotions, and the soul, within.;;;;;;;;;;;;;x;
expressionist_music;Expressionist Music;;;;;;;;;;;;;x;
expressionist_music_desc;The expressionists rushed to exploit the newly expanded boundaries of expression, and break some of their own. But unlike their predecessors, they did not wish to portray the physical world, but use it as a medium for expressing the emotions, and the soul, within. Music went through a dramatic change during the Expressionist movement. No longer were songs ruled by melody and continuity. Three major expressionist composers are Schoenberg, Alban Berg and Paul Hindemith.;;;;;;;;;;;;;x;
fashion_houses;Houses of Fashion;;;;;;;;;;;;;x;
fashion_houses_desc;Description goes here.;;;;;;;;;;;;;x;
fast_ship_killer;Fast Ship Killer;;;;;;;;;;;;;x;
fast_ship_killer_desc;This meant building a version that where faster than the fast, but lighter than the heavy.;;;;;;;;;;;;;x;
ferdinand_de_saussure;Ferdinand de Saussure;;;;;;;;;;;;;x;
ferdinand_de_saussure_desc;Ferdinand de Saussure was a Swiss linguist whose ideas laid a foundation for many significant developments in linguistics in the 20th century. Saussure is widely considered to be one of the fathers of modern linguistics.;;;;;;;;;;;;;x;
fertilizer_plants;Fertilizer Plants;;;;;;;;;;;;;x;
fertilizer_plants_desc;We now possess the ability to create a chemical refinery capable of producing vast amounts of fertilizer.;;;;;;;;;;;;;x;
field_fortifications;Field Fortifications;;;;;;;;;;;;;x;
field_fortifications_desc;This was the first fortification using modern material and new engineering techniques. This application gives you the possibility to build a new fortification type.;;;;;;;;;;;;;x;
field_training;Field Training;;;;;;;;;;;;;x;
field_training_desc;Earlier on training meant march training and basic drill, but at this point full units trained interoperability out in the field acting as if their brigade or division was at a state of war. This training vastly increased combat performance of units.;;;;;;;;;;;;;x;
financial_regulations;Financial Regulations;;;;;;;;;;;;;x;
financial_regulations_desc;At this point regulations where introduced to check the activity of individual firms on the financial market.;;;;;;;;;;;;;x;
firepower_doctrine;Firepower Doctrine;;;;;;;;;;;;;x;
firepower_doctrine_desc;A doctrine of warfare that takes advantage of new types of weapons, and the ability to overwhelm an enemy with superior firepower.;;;;;;;;;;;;;x;
firepower_vs_mobility;Firepower vs. Mobility;;;;;;;;;;;;;x;
firepower_vs_mobility_desc;After the end of the First World War, the major powers had to re-evaluate their military strategies in light of the brutal lessons learned during the years of inconclusive trench warfare. One major school of thought that emerged focussed on the importance of using massed firepower, principally in the form of artillery, to overwhelm the enemy and literally blast a hole in their lines to facilitate an advance, while another school of thought suggested that the key to victory on the modern battlefield was mobility, so that friendly forces could manoeuvre around enemy strongpoints to pursue the attack on more advantageous terms.;;;;;;;;;;;;;x;
first_railroads;First Railroads;;;;;;;;;;;;;x;
first_railroads_desc;The first railroads using steam engines were built after 1825 and propelled the industrial revolution into high gear.;;;;;;;;;;;;;x;
fischer_tropsch_process;Fischer-Tropsch Process;;;;;;;;;;;;;x;
fischer_tropsch_process_desc;Description goes here.;;;;;;;;;;;;;x;
fish_trawlers;Fishing Trawlers;;;;;;;;;;;;;x;
