CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;
aden_protectorate_title;The Aden Protectorate;;;;;;;;;;;;;x
adopt_die_stem_desc;‘Ons sal lewe, ons sal sterwe,\nOns vir jou, Suid-Afrika.’\n\n ‘Die Stem van Suid-Afrika’, or ‘The Call of South-Africa’ in English, although it gained official status as South Africa’s national anthem only in 1957 had, for a long time prior, been unofficially used in that capacity. Originally written as a poem by C.J. Langehoven in 1918, the piece had music composed for it in 1921 by Marthinus Lourens de Villiers. ‘Die Stem’ saw frequent use in the broadcasts of the African Broadcasting Company, which played it at the end of daily broadcasts, along with God Save the King. Adopt ‘Die Stem’, and let us give our young country a proper anthem!;‘Ons sal lewe, ons sal sterwe,\nOns vir jou, Suid-Afrika.’\n\n ‘Die Stem van Suid-Afrika’ ou ‘L'Appel de l'Afrique du Sud’, en français, même s'il est devenu officiellement l'hymne national de l'Afrique du Sud en 1957, était utilisée à cette fin de manière non officielle bien avant cette date. Initialement rédigé sous forme de poème par C.J. Langehoven, en 1918, Marthinus Lourens de Villiers en composa la musique en 1921. Die Stem fut repris par l'African Broadcasting Company qui le diffusait à la fin de ses émissions quotidiennes avec God Save the King. Adoptons Die Stem et offrons à notre jeune nation un hymne qui lui soit propre !;‘Ons sal lewe, ons sal sterwe,\nOns vir jou, Suid-Afrika.’\n\n ‘Die Stem van Suid-Afrika’ bzw. 'Die Stimme Südafrikas', erlangte zwar erst im Jahr 1957 den Status der südafrikanischen Nationalhymne, war aber schon lange Zeit zuvor in diesem Sinne benutzt worden. Ursprünglich war sie im Jahr 1918 von C.J. Langehoven als Gedicht geschrieben worden. 1921 komponierte Marthinus Lourens de Villiers dann die Musik dafür. 'Die Stem' wurde von South African Broadcasting Corporation (SABC) zum Ende jedes Tagesprogramms gespielt, zusammen mit God Save the King. Übernehmt 'Die Stem', damit unser junges Land endlich eine angemessene Nationalhymne hat!;;;;;;;;;;;x
adopt_die_stem_title;Adopt ‘Die Stem’;;;;;;;;;;;;;x
adopt_western_calendar_desc;As part of our nation’s objective to be seen as equals to the Western Powers, we should switch from the lunar calendar system used to the Western calendar. This will help us better do business and improve our relations with the other Great Powers, the new year will now be celebrated on January 1st.;;;;;;;;;;;;;x
adopt_western_calendar_title;Adopt the Western Calendar;;;;;;;;;;;;;x
adopt_yazidi_desc;The Yazidi faith has a lot of followers in our capital and they once were dominant in our government. We can adopt the Yazidi faith as the state religion, though it’s sure this will anger the non-Yazidi population.;;;;;;;;;;;;;x
adopt_yazidi_title;Adopt the Yazidi Religion;;;;;;;;;;;;;x
afghan_northern_borders_desc;In 1584 the Uzbeks conquered the region known as Badakhshan, and it remained under local Uzbek mirs (‘leaders’) until 1822, when Morad Beg of Konduz overran it. The region is claimed by Afghans, Uzbeks and Tajiks. There has been some diplomatic talks and our government is convinced that a border treaty would go a long way in helping the region stabilize. A suitable border was defined at the Panj River which would separate Afghan Badakhshan from $COUNTRY_ADJ$ Badakhshan.;;;;;;;;;;;;;x
afghan_northern_borders_title;The Afghan Northern Border;;;;;;;;;;;;;x
africa_rgo_normalization_desc;Steam and combustion engines as well as electricity and railways are promoting nothing short of a revolution in certain places of Africa. New places are cleared for bigger plantations and mines are expanded with unprecedented speed. With the proper incentive, we can speed up this process in a few key areas, greatly expanding the size of our mines and farms in Africa.;;;;;;;;;;;;;x
africa_rgo_normalization_title;African Farms and Mines;;;;;;;;;;;;;x
agrarian_reform_communist_desc;We are fifty or a hundred years behind the rest of the world. We must make up for this in ten.;;;;;;;;;;;;;x
agrarian_reform_communist_title;Begin the Agrarian Land Reform;;;;;;;;;;;;;x
ai_french_west_africa_desc;Now that the Scramble of Africa has begun, we must assert our control over the West African kingdoms under our sphere of influence.;;;;;;;;;;;;;x
ai_french_west_africa_title;Begin the Conquest of West Africa!;;;;;;;;;;;;;x
ai_get_british_wyoming_desc;Now that Columbia is under our control, we should sort out the new borders in Columbia.;;;;;;;;;;;;;x
ai_get_british_wyoming_title;The Treaty of Montreal;;;;;;;;;;;;;x
ai_give_warships_steamer_desc;New warships have been commissioned into our navy!;;;;;;;;;;;;;x
ai_give_warships_steamer_secondary_power_desc;New warships have been commissioned into our navy!;;;;;;;;;;;;;x
ai_give_warships_steamer_secondary_power_title;Naval Warships Commissioned;;;;;;;;;;;;;x
ai_give_warships_steamer_title;Naval Warships Commissioned;;;;;;;;;;;;;x
ai_portugal_east_africa_desc;With the Great Powers quickly setting out to carve Africa, establishing proper borders and proper control of East Africa is an urgent priority.;;;;;;;;;;;;;x
ai_portugal_east_africa_title;The Conquest of East Africa;;;;;;;;;;;;;x
ainu_lands_desc;Now that we have been recognized as a civilized nation, we can officially settle the islands to our north without the threat of Japanese intervention;;;;;;;;;;;;;x
ainu_lands_title;Formally Settling the Islands;;;;;;;;;;;;;x
alaska_transition_desc;The Princes of Liechtenstein rarely step foot into the country named after them. Governing from their estate in Prague, the principality of Liechtenstein is of minior importance to them. However, with the recent purchase of Alaska by The House of Liechtenstein, it's about time they take their principality seriously. The royal family has drafted plans for the construction of a new palace in Alaska, serving as the head of our administration and as their primary residence.;;;;;;;;;;;;;x
alaska_transition_title;Relocate the royal family to Alaska;;;;;;;;;;;;;x
alaskan_frontier_desc;With more and more explorers wandering into Alaska and the north, multiple claims of ownership can develop and cause unnecessary border tensions. We can establish a fort in the Selkirk lands to cement our control and claims in the border with Alaska.;;;;;;;;;;;;;x
alaskan_frontier_title;The Alaskan Frontier;;;;;;;;;;;;;x
invite_ALB_to_YUG_desc;The Albanians must be incorporated into the larger Slavic union.;;;;;;;;;;;;;x
invite_ALB_to_YUG_title;Incorporate Albania into Yugoslavia;;;;;;;;;;;;;x
alexander_reforms_desc;The disastrous results of the economy prompted the tzar, Alexander II, to consider reforms. Alexander hoped that agricultural production could be modernized and made more efficient by eliminating the last remnants of serfdom. This would assist the transformation of Russia from a backward agricultural economy into a modern industrial and capitalist economy. More urgently, Alexander agreed to other liberalizations of Russian society. Among these were the creation of representative bodies called zemstva, in effect a form of local government in villages and provinces, given authority to dispense education, charitable relief and other services. The ‘reformer tzar’ also ordered the reformation of the army and navy, the implementation of new legal processes and an overhaul of the penal code.;;;;;;;;;;;;;x
alexander_reforms_title;Enact Alexander’s Reforms;;;;;;;;;;;;;x
all_of_mexico_movement_desc;A movenment has come about around a core of Eastern Democrats which is calling for our government to annex the entirety of Mexico. They are, by all means, radicals, but it might be worth our time to hear them out.;;;;;;;;;;;;;x
all_of_mexico_movement_title;The 'All of Mexico' Movement;;;;;;;;;;;;;x
alsace_lorraine_mines_desc;Geologists in our country have found a ferriferous basin near Metz, extending west of a line of Thionville–Metz–Nancy, ranging for about 100 km, from north to south, between the Belgo-Luxembourg border and Neuves-Maisons, with an extension of 20 to 30 km from east to west. At the same time, soil testings seem to indicate the presence of rich veins of silver in a gallery of the place known as the Silver Valley, near Sainte-Marie-aux-Mines, known in German as Markirch. With concessions to the right people we can turn Metz in a reference for iron production in $COUNTRY$ and tap in the wealth of Silver Valley at the same time.;;;;;;;;;;;;;x
alsace_lorraine_mines_title;The Ferriferous Basin of Metz and the Silver Valley;;;;;;;;;;;;;x
american_catholic_pop_growth_desc;The Catholic population grows.;;;;;;;;;;;;;x
american_catholic_pop_growth_title;AI: Catholic Pop Growth;;;;;;;;;;;;;x
an_elephant_for_america_desc;In 1861 King Rama IV, also known as King Mongkut, the fourth Siamese monarch of the house of Chakri, expressed in a letter to president James Buchanan of the United States, upon having heard from an American captain visiting Siam that there were no elephants in America, his desire to gift one to the United States. By offering to send an Elephant to the Americans, our relations will surely improve!;En 1861, le roi Rama IV, également connu sous le titre de roi Mongkut, quatrième monarque de la maison de Chakri, exprima en ces termes dans une lettre adressée au président des États-Unis James Buchanan, après avoir appris de la bouche d'un capitaine américain en visite au Royaume du Siam qu'il n'y avait pas d'éléphants en Amérique, son désir d'en offrir un aux États-Unis. En proposant d'offrir un éléphant aux Américains, nos relations ne pourront que s'améliorer !;Im Jahr 1861 schrieb der vierte siamesische König des Hauses Chakri, König Rama IV., auch als König Mongkut bekannt, einen Brief an den damaligen Präsidenten der Vereinigten Staaten, James Buchanan, nachdem er von einem amerikanischen Kapitän zu Besuch in Siam erfahren hatte, dass es in Amerika keine Elefanten gäbe, und drückte seinen Wunsch aus, den Vereinigten Staaten welche zu schenken. Unser Angebot, den Amerikanern einen Elefanten zu schenken, wird unsere Beziehungen sicherlich verbessern!;;;;;;;;;;;x
an_elephant_for_america_title;An Elephant For America?;Un éléphant pour l'Amérique ?;Ein Elefant für Amerika?;;;;;;;;;;;x
andean_congress_desc;After centralizing our authority in North America, we can move on to reorganizing and strengthening the states of South America. The forming of two unions along the Andean Mountain range is our boldest plan yet. To the north, Simon Bolivar’s dream of Gran Colombia will be brought back to life and to the south the once despotic Peru-Bolivian Confederation will be reformed into a democratic state.;;;;;;;;;;;;;x
andean_congress_title;The Andean Congress;;;;;;;;;;;;;x
andinia_plan_desc;His Majesty’s government view with favour the establishment in Patagonia of a national home for the Jewish people, and will use their best endeavours to facilitate the achievement of this object…’\n\nSince we exert a significant influence in Patagonia, we can issue a declaration expressing our favourable attitude toward the establishment of a national home for the Jewish people there.;;;;;;;;;;;;;x
andinia_plan_title;The Andinia Plan;;;;;;;;;;;;;x
anglification_desc;A large effort is currently underway in the Empire to encourage the use of English in everyday lives and the establishment of an ‘Anglo-Indian’ Identity in our subjects.;;;;;;;;;;;;;x
anglification_title;Anglicisation;;;;;;;;;;;;;x
anglo_afghan_war_desc;British interests in India are threatened by potential Russian expansionism into Central Asia, Afghanistan must be brought into the fold in order to protect our holdings in India.;;;;;;;;;;;;;x
anglo_afghan_war_title;The Simla Declaration;;;;;;;;;;;;;x
anglo_japanese_alliance_desc;With mutual enemies among the Great Powers, perhaps it is best if the British Empire and our nation work together.;;;;;;;;;;;;;x
anglo_japanese_alliance_title;The Anglo-Japanese Alliance;;;;;;;;;;;;;x
anglo_kuwait_treaty_desc;The Sheikhdom of Kuwait had enjoyed de facto independence since its foundation in the early 18th century. At times it was obliged to take the role of a tributary state to the two regional powers the Wahhabi Imams of Riyadh and the Ottoman Empire. \n\nIn $YEAR$, Sheikh Mubarak Al-Sabah and British representative Meade signed the secret Anglo–Kuwaiti Agreement of $YEAR$. Under its terms the Sheikh and his successors agreed not to receive foreign agents or representatives while also barring them from selling, leasing, mortgaging or ceding any portion of the territory under his control to a foreign government or citizen without prior British consent. In return the British were to grant the Kuwaiti Sheikh the sum of 1,000 pounds sterling on an annual basis, furthermore Britain pledged to protect the territorial integrity of Kuwait against external threats.;;;;;;;;;;;;;x
anglo_kuwait_treaty_title;Anglo-Kuwaiti Agreement of $YEAR$;;;;;;;;;;;;;x
anglo_persian_oil_company_desc;The English Anglo-Persian Oil Company was the first company to extract petroleum from Iran. In 1901 William Knox D’Arcy negotiated an oil concession with Mozaffar al-Din: he would assume exclusive rights to prospect for 60 years in a vast tract of territory and in exchange the Shah received 20,000 pounds, an equal amount in shares, and a promise of future profits. In early May 1908 D’Arcy, having sunk more than 500,000 pounds into their Persian venture and found no oil, sent a telegram saying that they had run out of money and ordering to ‘cease work, dismiss the staff, dismantle anything worth the cost and come home’. The geologist George Bernard Reynolds delayed following these orders and in a stroke of luck, struck oil shortly after on May 26, 1908.;;;;;;;;;;;;;x
anglo_persian_oil_company_title;Found the Anglo-Persian Oil Company;;;;;;;;;;;;;x
angola_plan_desc;His Majesty’s government view with favour the establishment in Angola of a national home for the Jewish people, and will use their best endeavours to facilitate the achievement of this object…’\n\nSince we exert a significant influence in Angola, we can issue a declaration expressing our favourable attitude toward the establishment of a national home for the Jewish people there.;;;;;;;;;;;;;x
angola_plan_title;The Angola Plan;;;;;;;;;;;;;x
annals_of_the_fulani_jihad_desc;Abdullahi dan Fodio (1766-1828), the emir of Gwandu, wrote, while he was still alive, a book on the Fulani Jihad, the baptism of fire by which Sokoto was formed. By spreading word of this magnificent work of history, we can bring glory and renown to our nation.;Le regretté Abdullahi dan Fodio (1766-1828), émir de Gwandou, a écrit un livre sur le djihad Peul, le baptême de feu par lequel Sokoto fut formé. En vantant partout ce magnifique ouvrage d'histoire, nous pourrons apporter gloire et renommée à notre nation.;Abdullahi dan Fodio (1766-1828), der Emir von Gwandu, schrieb zu Lebzeiten ein Buch über den Dschihad der Fulbe, die Feuertaufe, die zur Gründung von Sokoto führte. Indem wir dieses hervorragende Geschichtswerk bekannt machen, können wir unserer Nation Ruhm und Renommee einbringen.;;;;;;;;;;;x
annals_of_the_fulani_jihad_title;Annals of The Fulani Jihad;Annales du djihad Peul;Die Annalen des Dschihads der Fulbe;;;;;;;;;;;x
annex_andorra_desc;Now that we control both sides of the Pyrenees, the state of Andorra no longer needs to exist, and we can incorporate it into Catalonia proper.;;;;;;;;;;;;;x
annex_andorra_title;Annex Andorra;;;;;;;;;;;;;x
annex_buenos_aires_desc;Urquiza’s ambition to reduce the national centralism of Buenos Aires and promote a higher federalization of the country generated conflicts with the unitarians. Urquiza called the San Nicolás Agreement, so that all provinces agreed to convene the Constituent Assembly. This was resisted in Buenos Aires, and the unitarians took advantage of a temporary absence of Urquiza from the city and secede Buenos Aires from the confederation. With recent progress at the negotiation tables, we can peacefully unite the country on our own terms.;;;;;;;;;;;;;x
annex_buenos_aires_title;Reunite the Nation;;;;;;;;;;;;;x
annex_california_desc;Our brethren from the Republic of California are fighting for survival and, while they are fighting well, it is obvious they won’t get anywhere without help. The west coast is the natural territory of the Union and should we save our brothers, our prestige and popularity would be limitless—plus the strategic forts on the Mexican border. It is without doubt that they would accept and it would be in everyone’s interest—everyone’s but Mexico’s.;;;;;;;;;;;;;x
annex_california_title;Invite California into the Union.;;;;;;;;;;;;;x
annex_champasak_desc;With the end of the last war with Siam, we are in a position to demand their Champassak vassal and annex it to our colony in Indochina.;;;;;;;;;;;;;x
annex_champasak_title;Annex Champassak;;;;;;;;;;;;;x
annex_cm_desc;As a result of complex medieval manorial relations, Couto Misto eluded both Portuguese and Spanish control for centuries, actually operating as a sovereign state in its own right until the 1864 Treaty of Lisbon that partitioned the territory between Spain which annexed most of the land including the three villages and Portugal which remained with a small uninhabited strip of land. As a de facto independent country, the inhabitants of the Couto Misto had many privileges, including exemption from military service and taxes, and could grant asylum to outsiders and deny access to any foreign military contingent.;;;;;;;;;;;;;x
annex_cm_title;Annex Couto Misto;;;;;;;;;;;;;x
annex_cuba_desc;Cuban independence is in our best interests, as it allows us to control the heart of the Golden Circle: Havana. The people may not approve, but we must take control of Cuba for the glory of the Confederate States!;;;;;;;;;;;;;x
annex_cuba_title;Annex Cuba;;;;;;;;;;;;;x
annex_cuba_GEF_desc;After a glorious victory against the German hun, we no control all of former Cuba. In order to protect them from the clutches of European powers, we will annex them as part of the United States of America! May Freedom ring!;;;;;;;;;;;;;x
annex_cuba_GEF_title;Annex Kronprinzinsel;;;;;;;;;;;;;x
annex_easter_island_desc;The native population of Easter Island has suffered many devastations in recent years, from attacks by Peruvian pirates to a tuberculosis epidemic. A colonist has operated a sheep ranch there for some years, and recently offered to sell to our government. Considering his ranch covers a large portion of the island, we would be well within our rights to claim sovereignty over it.;;;;;;;;;;;;;x
annex_easter_island_title;Annex Easter Island;;;;;;;;;;;;;x
annex_egypt_desc;Since we defeated the Mamluks in 1517, the Ottoman Empire has nominally ruled Egypt. Though how much control we have been able to exercise has varied throughout the centuries, our nation’s current strength, bolstered by new military technologies that put us leagues ahead of them, will now allow us to rule Egypt more directly than ever before.;;;;;;;;;;;;;x
annex_egypt_title;Annex Egypt;;;;;;;;;;;;;x
annex_fiji_desc;With Australian settlers having purchased land on the island of Fiji, they have slowly become insinuated within the court of King Cakobau. So it is that recently, when the king’s lavish overspending saddled his kingdom with considerable debt, the settlers offered to negotiate terms by which the British government would pay off the debt and annex the island as a new colony.;;;;;;;;;;;;;x
annex_fiji_title;Annex Fiji;;;;;;;;;;;;;x
annex_former_AUS_lands_desc;Since Banat and Transylvania joined the German state they have been cut off by the autonomous regions, perhaps we should re-integrate them?;;;;;;;;;;;;;x
annex_former_AUS_lands_title;Integrating the Autonomous Regions;;;;;;;;;;;;;x
annex_haiti_desc;Haiti belongs with the Confederacy. Our diplomatic influence there ensures that a petition for statehood can be arranged.;;;;;;;;;;;;;x
annex_haiti_title;Annex Haiti;;;;;;;;;;;;;x
annex_hawaii_desc;The Newlands Resolution was a joint resolution of The U.S. Congress passed in 1898, and named after congressman Francis G. Newlands, which annexed the Republic of Hawaii to the United States, thus creating the Territory of Hawaii.;La résolution Newlands était une résolution commune du Congrès américain passée en 1898, du nom du congressiste Francis G. Newlands, qui annexa la République de Hawaï aux États-Unis, créant ainsi le Territoire de Hawaï.;Die Newlands Resolution war ein gemeinschaftlicher Beschluss des amerikanischen Kongresses und wurde im Jahr 1898 verabschiedet. Benannt wurde er nach dem Kongressabgeordneten Francis G. Newlands, der die Republik Hawaii für die USA annektierte und dadurch den Bundesstaat Hawaii schuf.;;;;;;;;;;;x
annex_hawaii_title;The Newlands Resolution;Résolution Newlands;Die Newlands Resolution;;;;;;;;;;;x
annex_hedjaz_desc;Since we forced the Arab tribes there to bow to our rule in the 16th century, the Ottoman Empire has nominally ruled Hedjaz. Though how much control we have been able to exercise has varied throughout the centuries, our nation’s current strength, bolstered by new military technologies that put us leagues ahead of them, will now allow us to rule Hedjaz more directly than ever before.;;;;;;;;;;;;;x
annex_hedjaz_title;Annex Hedjaz;;;;;;;;;;;;;x
annex_kalisz_desc;After the Vienna Congress the City of Kalisz was given to the Russians, even though parts of the city lie on the left side Prosna river which forms part of the border. Because of its close proximity to the German border and interconnectedness with the province Posen integration into the German Empire should be relatively easy.;;;;;;;;;;;;;x
annex_kalisz_title;Annexation of Kalisch;;;;;;;;;;;;;x
annex_korea_desc;Preserving the independence of Korea is too costly. If the ‘line of advantage’ is to be maintained, we must push our borders well beyond their current sphere. Korea must be turned into a protectorate of the Empire, for its own good as well as ours.;;;;;;;;;;;;;x
annex_korea_title;Annex Korea;;;;;;;;;;;;;x
annex_limburg_NET_desc;The Duchy of Limburg, made sovereign to compensate the Germans with the loss of Luxembourg in their customs union, became an outdated and unnecessary concept. The preparations are done and we may annex Limburg to the Netherlands now. The conditions are right and the Germans won’t protest this move.;;;;;;;;;;;;;x
annex_limburg_NET_title;Annex Limburg;;;;;;;;;;;;;x
annex_limburg_desc;Limburg is liberated, and as a part of the old German Confederation, it should be annexed as an integral part of our country.;;;;;;;;;;;;;x
annex_limburg_title;Annex Limburg;;;;;;;;;;;;;x
annex_mayotte_desc;The ruler of the small island of Maore, which French traders have dubbed ‘Mayotte’, is a primitive sultan who only broke away from Malagasy rule in recent years. He has petitioned the French government for status as a protectorate, clearly preferring civilized rule to those of his neighbours.;;;;;;;;;;;;;x
annex_mayotte_title;Annex Mayotte;;;;;;;;;;;;;x
annex_new_caledonia_desc;There is some interest within the French government of creating a penal colony—somewhere that enemies of the monarchy could be sent, allowing them to be far away from the continent where they can do no harm. Admiral Febvrier Despointes reports that the island of New Caledonia, off the coast of Australia, might do just the trick. Considering the British have used Australia for the same purpose, who could object to us doing similarly?;;;;;;;;;;;;;x
annex_new_caledonia_title;Annex New Caledonia;;;;;;;;;;;;;x
annex_nm_desc;The territory of Neutral Moresnet was established as a condominium between the Kingdom of the Netherlands (and later Belgium), and the Kingdom of Prussia, as a compromise in a border dispute over a valuable zinc mine. Now that we control both sides of the disputed territory, the dispute is effectively resolved.;;;;;;;;;;;;;x
annex_nm_title;Settle the Moresnet dispute;;;;;;;;;;;;;x
annex_puerto_rico_desc;Puerto Rico belongs with the Confederacy. Our diplomatic influence there ensures that a petition for statehood can be arranged.;;;;;;;;;;;;;x
annex_puerto_rico_title;Annex Puerto Rico;;;;;;;;;;;;;x
annex_rhineland_desc;German attempts to reclaim the Rhineland have failed, the time has come to dissolve the puppet state of the Rhine and begin integrating the Rhineland into $COUNTRY$, Vive la France!;;;;;;;;;;;;;x
annex_rhineland_title;Annex the Rhine!;;;;;;;;;;;;;x
annex_sigmaringen_desc;The principalities of Hohenzollern-Sigmaringen and Hohenzollern-Hechingen, both independent principalities ruled by the Catholic princely lines of the House of Hohenzollern, are inherently tied to our country. The tumultuous atmosphere of the liberal revolutions left the catholic princes willing to negotiate and now they are both in a position to hand over their sovereignty to us.;;;;;;;;;;;;;x
annex_sigmaringen_title;Create the Province of Hohenzollern;;;;;;;;;;;;;x
annex_texas_desc;With our complete control over Texas, let us now annex it into the United States, as it was meant to be!;;;;;;;;;;;;;x
annex_texas_title;Annex Texas;;;;;;;;;;;;;x
annex_the_kumul_desc;The Kumul Khanate is a self-ruling nation that long enjoyed protection of the Manchu. Now that they are free, it’s the perfect time to march our troops in their capital and force their annexation, as they are an integral and rightful part of our territory.;;;;;;;;;;;;;x
annex_the_kumul_title;Annex the Kumul Khanate;;;;;;;;;;;;;x
annex_tunis_desc;Since we defeated the Kingdom of Spain’s puppet regime in 1574, the Ottoman Empire has nominally ruled Tunis. Though how much control we have been able to exercise has varied throughout the centuries, our nation’s current strength, bolstered by new military technologies that put us leagues ahead of them, will now allow us to rule Tunis more directly than ever before.;;;;;;;;;;;;;x
annex_tunis_title;Annex Tunis;;;;;;;;;;;;;x
annex_united_baltic_duchy_desc;The time has come to incorporate the Baltics as an imperial state of the German Empire, his Highness Adolf Friedrich the First, Duke of Mecklenburg-Schwerin and of the United Baltic Duchy, has requested from the Reichstag and the Deutsche Kaiser the recognition of his Baltic domains as a Constituent State of the German Empire.;;;;;;;;;;;;;x
annex_united_baltic_duchy_title;Vereinigtes Baltisches Herzogtum;;;;;;;;;;;;;x
annexation_of_cambodia_desc;Now that the powerful nations of the west have recognized our power and see us as equals, we should annex our Cambodian puppet government.;;;;;;;;;;;;;x
annexation_of_cambodia_title;Annexation of Cambodia;;;;;;;;;;;;;x
annexation_santo_domingo_desc;Recently a bill came in the Upper House asking for the annexation of the Dominican Republic. The small country shares an island with Haiti, which fiercely opposes the country’s independence and claim the territory is part of Haiti, and is troubled by corruption and financial troubles. Some of the most enthusiastic proponents of the bill already contacted the dictator of the country and assured us that if we grease some palms, we will have a plebiscite petitioning for annexation in no time. However, the Great Powers will most probably see through the ploy and there’s still the matter of convincing our own upper house that such annexation would be beneficial to us.;;;;;;;;;;;;;x
annexation_santo_domingo_title;The Annexation of the Dominican Republic;;;;;;;;;;;;;x
ansei_purge_desc;After the recent succession crisis of the shogunate, there are too many opposing factions within the bakufu. We must take steps to ensure these men are retired, forcefully or otherwise, lest they continue to stir up problems in the name of the Emperor.;;;;;;;;;;;;;x
ansei_purge_title;The Ansei Purge;;;;;;;;;;;;;x
appeal_to_the_british_desc;Though we are loathe to do so, it appears we are left with little choice: we must appeal to the British for protection, lest we fall under foreign rule and lose what little we have left.;;;;;;;;;;;;;x
appeal_to_the_british_title;Appeal to the British;;;;;;;;;;;;;x
apply_for_crb_statehood_title;Apply for Caribbean Federation Statehood;;;;;;;;;;;;;x
apply_for_crb_statehood_desc;To further our own prosperity, we seek to become part of the Caribbean Federation.;;;;;;;;;;;;;x
apply_for_USA_statehood_desc;Our position on the North American continent, and our traditional cultural ties to the USA, make it likely that the USA would accept a petition of statehood from us. Doing this means our country will be annexed by the United States;Notre position géographique sur le continent nord Américain, et les liens qui nous unissent aux Etats-Unis font que ces derniers accepteraient probablement une pétition sur une demande de rattachement en tant qu'Etat. En faisant cela, notre pays serait annexé aux Etats-Unis.;Unsere Position auf dem nordamerikanischen Kontinent und unsere traditionellen kulturellen Verbindungen mit den USA machen es wahrscheinlich, dass die USA einen Antrag auf Souveränität von uns akzeptiert. Dies bedeutet, dass unser Land von den Vereinigten Staaten annektiert wird;;Por nuestra posición en el continente norteamericano y nuestros vínculos culturales tradicionales con los EE.UU. parece probable que nos acepten como estado de la Unión si lo solicitamos. Si lo hacemos, nuestro país será anexionado por los Estados Unidos.;;;;;;;;;x
apply_for_USA_statehood_title;Apply for Statehood;Demande de rattachement en tant qu'État;Antrag auf Souveränität;;Solicitud de ingreso como estado;;;;;;;;;x
apply_for_USCA_statehood_desc;To further our own prosperity, we seek to become part of the Federal Republic of Central America.;;;;;;;;;;;;;x
apply_for_USCA_statehood_title;Apply for FRCA Statehood;;;;;;;;;;;;;x
appoint_amir_kabir_desc;Amir Kabir Mirza Taghi Khan Farahani was chief minister to Naser al-Din Shah Qajar and one of the most capable and innovative figures to appear in the whole Qajar period. Son of the cook of a major statesman, he showed at a very young age his intelligence on all matters brought to him and was recompensed for it, rising to the highest positions of power.  He remains a controversial historical figure: considered by some to be Iran's first reformer and wildly respected by liberal nationalists, he is seen as a modernizer who did great work.;;;;;;;;;;;;;
appoint_amir_kabir_title;Appoint Amir Kabir;;;;;;;;;;;;;
appoint_camillo_cavour_desc;Camillo Paolo Filippo Giulio Benso, Count of Cavour, Isolabella and Leri, was a prime figure of the Italian Risorgimento. An excellent diplomat and a gifted administrator, he modernized Sardinia-Piedmont, both economically and diplomatically, putting it in position to achieve the unification of the Italian peoples. His infrastructure reforms are said to have finally connected the peninsula to the rest of Europe. He would lead through the Crimean and Independence wars, becoming the first Prime Minister of the new Kingdom of Italy.;;;;;;;;;;;;;x
appoint_camillo_cavour_title;Appoint Camillo Benso Cavour;;;;;;;;;;;;;x
appoint_lin_zexu_desc;Lin Zexu was a governor who administered Central China. He was famous for his effective prohibition of the sale and smoking of opium in those provinces. Lin Zexu was considered for the task of removing the offensive opium trade from the shores of China. Lin Zexu believed in taking a hard-line and harsh stance with opium dealers, and harassed Western traders into stopping their harmful trade. Despite the fact that Lin Zexu was renowned for his integrity, most of the Chinese court expected even Lin Zexu to have his price.;;;;;;;;;;;;;x
appoint_lin_zexu_title;Appoint Lin Zexu;;;;;;;;;;;;;x
appoint_louis_briere_desc;Brière de l’Isle was named Governor of Sénégal in $YEAR$. He was committed to expanding French control over the middle Niger River valley, but unlike many of his predecessors, he was more willing to sanction (or accept) direct conquest of territory. Ironically the merchant houses based in Saint-Louis were in this period still hesitant about direct control of the hinterlands, preferring to work through their own trade networks and the series of French military trading posts. \n\nIn this way as well, Brière de l’Isle represents of the next stage of French colonialism.;;;;;;;;;;;;;x
appoint_louis_briere_title;Appoint Louis Brière de l’Isle;;;;;;;;;;;;;x
appoint_thorbecke_desc;Under pressure from the Revolutions occurring in surrounding countries, King William II of the Netherlands agreed to several demands of the liberal parliamentary opposition appointed a state commission lead by Johan Rudolph Thorbecke to draft the Constitutional Reform. \n\nThe constitution would severely limit the King’s powers and turn over power to the Staates-General. The Dutch constitution remains virtually unchanged to this day.;;;;;;;;;;;;;x
appoint_thorbecke_title;Grondwetsherziening van $YEAR$;;;;;;;;;;;;;x
appoint_von_bismarck_desc;Our nation needs a great statesman as its Chancellor, and we have just the man. Otto von Bismarck is currently the country’s First Minister, but appointed as the leader of our nation he could see it transformed on the world stage.;;;;;;;;;;;;;x
appoint_von_bismarck_title;Appoint Otto von Bismarck;;;;;;;;;;;;;x
appoint_yuan_shikai_desc;In order to properly organize our newly formed modern army, we should appoint Yuan Shikai as the commander of the New Army.;;;;;;;;;;;;;x
appoint_yuan_shikai_title;Appoint Yuan Shikai;;;;;;;;;;;;;x
aquire_heligoland_desc;The territory of Heligoland, while of little resource importance, is of great importance to the German nation as the one of the last thorns in our side. The territory is home to many Germans and is also the home of the composer you wrote the "Deutschlandlied". Thus, it has been proposed that we fund some local rebels that also wish to join us and aquire the territory without having to openly declare war against the British.;;;;;;;;;;;;;x
aquire_heligoland_title;Fund Heligoland Rebels;;;;;;;;;;;;;x
arab_union_claims_desc;Our brothers in the Maghrebi have Arabic roots. They might not feel as strong as us about it, but the Maghreb is part of the Arabic heritage and as such, a part of our country.;;;;;;;;;;;;;x
